game_date,season,game_pk,at_bat_number,pitch_number,pitch_type,p_throws,description,events,woba_value,woba_denom
2019-04-26,2019,565906,53,1,SL,R,swinging_strike,,,
2019-04-26,2019,565906,53,2,FF,R,called_strike,,,
2019-04-26,2019,565906,53,3,SL,R,blocked_ball,,,
2019-04-26,2019,565906,53,4,SL,R,ball,,,
2019-04-26,2019,565906,53,5,FF,R,ball,,,
2019-04-26,2019,565906,53,6,FF,R,foul,,,
2019-04-26,2019,565906,53,7,FF,R,hit_into_play,single,0.9,1.0
2019-04-27,2019,565907,70,1,FC,R,foul,,,
2019-04-27,2019,565907,70,2,FC,R,ball,,,
2019-04-27,2019,565907,70,3,FC,R,ball,,,
2019-04-27,2019,565907,70,4,FC,R,foul,,,
2019-04-27,2019,565907,70,5,CH,R,ball,,,
2019-04-27,2019,565907,70,6,FC,R,hit_into_play,single,0.9,1.0
2019-04-27,2019,565907,79,1,SI,L,swinging_strike,,,
2019-04-27,2019,565907,79,2,CH,L,foul,,,
2019-04-27,2019,565907,79,3,SI,L,foul,,,
2019-04-27,2019,565907,79,4,SI,L,blocked_ball,,,
2019-04-27,2019,565907,79,5,FC,L,blocked_ball,,,
2019-04-27,2019,565907,79,6,SI,L,ball,,,
2019-04-27,2019,565907,79,7,SL,L,foul_tip,strikeout,0.0,1.0
2019-04-28,2019,565908,59,1,CU,R,called_strike,,,
2019-04-28,2019,565908,59,2,CU,R,ball,,,
2019-04-28,2019,565908,59,3,SI,R,called_strike,,,
2019-04-28,2019,565908,59,4,SI,R,ball,,,
2019-04-28,2019,565908,59,5,CU,R,foul,,,
2019-04-28,2019,565908,59,6,SI,R,ball,,,
2019-04-28,2019,565908,59,7,CU,R,ball,walk,0.7,1.0
2019-04-29,2019,567173,58,1,FC,R,called_strike,,,
2019-04-29,2019,567173,58,2,CU,R,ball,,,
2019-04-29,2019,567173,58,3,FC,R,hit_into_play,force_out,0.0,1.0
2019-04-30,2019,567179,8,1,FF,R,called_strike,,,
2019-04-30,2019,567179,8,2,SL,R,ball,,,
2019-04-30,2019,567179,8,3,SL,R,foul,,,
2019-04-30,2019,567179,8,4,FF,R,foul,,,
2019-04-30,2019,567179,8,5,SI,R,ball,,,
2019-04-30,2019,567179,8,6,FF,R,hit_into_play,field_out,0.0,1.0
2019-04-30,2019,567179,26,1,SI,R,called_strike,,,
2019-04-30,2019,567179,26,2,FF,R,hit_into_play,force_out,0.0,1.0
2019-04-30,2019,567179,43,1,FF,R,foul,,,
2019-04-30,2019,567179,43,2,SL,R,ball,,,
2019-04-30,2019,567179,43,3,SI,R,foul,,,
2019-04-30,2019,567179,43,4,CU,R,ball,,,
2019-04-30,2019,567179,43,5,FF,R,swinging_strike,strikeout,0.0,1.0
2019-04-30,2019,567179,65,1,CU,L,ball,,,
2019-04-30,2019,567179,65,2,FF,L,hit_into_play,field_out,0.0,1.0
2019-05-01,2019,567180,11,1,FF,L,called_strike,,,
2019-05-01,2019,567180,11,2,SL,L,swinging_strike,,,
2019-05-01,2019,567180,11,3,FF,L,ball,,,
2019-05-01,2019,567180,11,4,SL,L,swinging_strike,strikeout,0.0,1.0
2019-05-01,2019,567180,26,1,FF,L,called_strike,,,
2019-05-01,2019,567180,26,2,CU,L,ball,,,
2019-05-01,2019,567180,26,3,CU,L,ball,,,
2019-05-01,2019,567180,26,4,FF,L,foul,,,
2019-05-01,2019,567180,26,5,SL,L,ball,,,
2019-05-01,2019,567180,26,6,CU,L,swinging_strike,strikeout,0.0,1.0
2019-05-01,2019,567180,48,1,FF,L,called_strike,,,
2019-05-01,2019,567180,48,2,FF,L,ball,,,
2019-05-01,2019,567180,48,3,CU,L,ball,,,
2019-05-01,2019,567180,48,4,SL,L,swinging_strike,,,
2019-05-01,2019,567180,48,5,FF,L,ball,,,
2019-05-01,2019,567180,48,6,CU,L,called_strike,strikeout,0.0,1.0
2019-05-01,2019,567180,67,1,FC,L,ball,,,
2019-05-01,2019,567180,67,2,FF,L,hit_into_play,field_out,0.0,1.0
2019-05-02,2019,567181,8,1,CU,R,hit_by_pitch,hit_by_pitch,0.7,1.0
2019-05-02,2019,567181,25,1,FF,R,called_strike,,,
2019-05-02,2019,567181,25,2,SI,R,called_strike,,,
2019-05-02,2019,567181,25,3,FF,R,ball,,,
2019-05-02,2019,567181,25,4,SI,R,blocked_ball,,,
2019-05-02,2019,567181,25,5,SI,R,called_strike,strikeout,0.0,1.0
2019-05-02,2019,567181,37,1,CU,R,ball,,,
2019-05-02,2019,567181,37,2,CH,R,swinging_strike,,,
2019-05-02,2019,567181,37,3,SL,R,called_strike,,,
2019-05-02,2019,567181,37,4,SI,R,hit_into_play,single,0.9,1.0
2019-05-02,2019,567181,51,1,SL,R,called_strike,,,
2019-05-02,2019,567181,51,2,CU,R,foul,,,
2019-05-02,2019,567181,51,3,FF,R,ball,,,
2019-05-02,2019,567181,51,4,FF,R,ball,,,
2019-05-02,2019,567181,51,5,SL,R,hit_into_play,triple,1.6,1.0
2019-05-02,2019,567181,69,1,SL,R,called_strike,,,
2019-05-02,2019,567181,69,2,FF,R,ball,,,
2019-05-02,2019,567181,69,3,FF,R,ball,,,
2019-05-02,2019,567181,69,4,FF,R,swinging_strike,,,
2019-05-02,2019,567181,69,5,SL,R,blocked_ball,,,
2019-05-02,2019,567181,69,6,SL,R,called_strike,strikeout,0.0,1.0
2019-05-03,2019,566290,13,1,FF,L,foul,,,
2019-05-03,2019,566290,13,2,CU,L,ball,,,
2019-05-03,2019,566290,13,3,SL,L,ball,,,
2019-05-03,2019,566290,13,4,FF,L,ball,,,
2019-05-03,2019,566290,13,5,FF,L,hit_into_play,field_out,0.0,1.0
2019-05-03,2019,566290,28,1,SL,L,blocked_ball,,,
2019-05-03,2019,566290,28,2,SL,L,foul,,,
2019-05-03,2019,566290,28,3,CU,L,called_strike,,,
2019-05-03,2019,566290,28,4,FF,L,ball,,,
2019-05-03,2019,566290,28,5,SL,L,foul,,,
2019-05-03,2019,566290,28,6,FF,L,foul,,,
2019-05-03,2019,566290,28,7,SL,L,foul,,,
2019-05-03,2019,566290,28,8,CU,L,ball,,,
2019-05-03,2019,566290,28,9,SL,L,foul,,,
2019-05-03,2019,566290,28,10,SL,L,ball,walk,0.7,1.0
2019-05-03,2019,566290,48,1,SL,L,ball,,,
2019-05-03,2019,566290,48,2,SL,L,called_strike,,,
2019-05-03,2019,566290,48,3,FF,L,called_strike,,,
2019-05-03,2019,566290,48,4,CU,L,swinging_strike_blocked,strikeout,0.0,1.0
2019-05-03,2019,566290,71,1,FC,R,called_strike,,,
2019-05-03,2019,566290,71,2,FC,R,called_strike,,,
2019-05-03,2019,566290,71,3,FC,R,ball,,,
2019-05-03,2019,566290,71,4,FC,R,swinging_strike,strikeout,0.0,1.0
2019-05-04,2019,566291,15,1,FF,L,called_strike,,,
2019-05-04,2019,566291,15,2,CU,L,foul,,,
2019-05-04,2019,566291,15,3,FF,L,foul,,,
2019-05-04,2019,566291,15,4,CH,L,ball,,,
2019-05-04,2019,566291,15,5,CU,L,hit_into_play,field_out,0.0,1.0
2019-05-04,2019,566291,32,1,CU,L,called_strike,,,
2019-05-04,2019,566291,32,2,CU,L,foul,,,
2019-05-04,2019,566291,32,3,FF,L,ball,,,
2019-05-04,2019,566291,32,4,CU,L,hit_into_play,grounded_into_double_play,0.0,1.0
2019-05-04,2019,566291,54,1,KC,R,blocked_ball,,,
2019-05-04,2019,566291,54,2,KC,R,called_strike,,,
2019-05-04,2019,566291,54,3,FF,R,foul,,,
2019-05-04,2019,566291,54,4,KC,R,foul,,,
2019-05-04,2019,566291,54,5,FF,R,foul,,,
2019-05-04,2019,566291,54,6,FF,R,ball,,,
2019-05-04,2019,566291,54,7,CH,R,ball,,,
2019-05-04,2019,566291,54,8,FF,R,foul,,,
2019-05-04,2019,566291,54,9,FF,R,foul,,,
2019-05-04,2019,566291,54,10,FF,R,foul,,,
2019-05-04,2019,566291,54,11,FF,R,foul,,,
2019-05-04,2019,566291,54,12,FF,R,foul,,,
2019-05-04,2019,566291,54,13,CH,R,foul,,,
2019-05-04,2019,566291,54,14,FF,R,hit_into_play,double,1.25,1.0
2019-05-04,2019,566291,66,1,SI,L,ball,,,
2019-05-04,2019,566291,66,2,SI,L,swinging_strike,,,
2019-05-04,2019,566291,66,3,SI,L,foul,,,
2019-05-04,2019,566291,66,4,CH,L,ball,,,
2019-05-04,2019,566291,66,5,SI,L,swinging_strike_blocked,strikeout,0.0,1.0
2019-05-05,2019,566292,58,1,SL,R,foul,,,
2019-05-05,2019,566292,58,2,KC,R,ball,,,
2019-05-05,2019,566292,58,3,KC,R,called_strike,,,
2019-05-05,2019,566292,58,4,SL,R,ball,,,
2019-05-05,2019,566292,58,5,FF,R,foul_tip,strikeout,0.0,1.0
2019-05-06,2019,566293,13,1,SL,R,hit_into_play,field_out,0.0,1.0
2019-05-06,2019,566293,32,1,FF,R,ball,,,
2019-05-06,2019,566293,32,2,FF,R,foul,,,
2019-05-06,2019,566293,32,3,FF,R,foul,,,
2019-05-06,2019,566293,32,4,SL,R,swinging_strike,strikeout,0.0,1.0
2019-05-06,2019,566293,49,1,SL,R,ball,,,
2019-05-06,2019,566293,49,2,SL,R,hit_into_play,sac_fly,0.0,1.0
2019-05-07,2019,566294,18,1,SI,R,called_strike,,,
2019-05-07,2019,566294,18,2,SI,R,ball,,,
2019-05-07,2019,566294,18,3,CU,R,ball,,,
2019-05-07,2019,566294,18,4,SI,R,foul,,,
2019-05-07,2019,566294,18,5,SI,R,hit_into_play,single,0.9,1.0
2019-05-07,2019,566294,36,1,SL,R,swinging_strike,,,
2019-05-07,2019,566294,36,2,SI,R,called_strike,,,
2019-05-07,2019,566294,36,3,SL,R,hit_into_play,home_run,2.0,1.0
2019-05-07,2019,566294,52,1,FF,R,ball,,,
2019-05-07,2019,566294,52,2,CH,R,foul,,,
2019-05-07,2019,566294,52,3,SI,R,ball,,,
2019-05-07,2019,566294,52,4,SI,R,called_strike,,,
2019-05-07,2019,566294,52,5,CH,R,hit_into_play,field_out,0.0,1.0
2019-05-07,2019,566294,72,1,SL,R,ball,,,
2019-05-07,2019,566294,72,2,CU,R,ball,,,
2019-05-07,2019,566294,72,3,SI,R,ball,,,
2019-05-07,2019,566294,72,4,FF,R,called_strike,,,
2019-05-07,2019,566294,72,5,SL,R,swinging_strike,,,
2019-05-07,2019,566294,72,6,FF,R,ball,walk,0.7,1.0
2019-05-08,2019,566295,15,1,CU,R,called_strike,,,
2019-05-08,2019,566295,15,2,FF,R,swinging_strike,,,
2019-05-08,2019,566295,15,3,FF,R,ball,,,
2019-05-08,2019,566295,15,4,SL,R,ball,,,
2019-05-08,2019,566295,15,5,FF,R,ball,,,
2019-05-08,2019,566295,15,6,FF,R,foul,,,
2019-05-08,2019,566295,15,7,CU,R,foul,,,
2019-05-08,2019,566295,15,8,FF,R,foul,,,
2019-05-08,2019,566295,15,9,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-08,2019,566295,31,1,FF,R,ball,,,
2019-05-08,2019,566295,31,2,SL,R,ball,,,
2019-05-08,2019,566295,31,3,FF,R,called_strike,,,
2019-05-08,2019,566295,31,4,CU,R,called_strike,,,
2019-05-08,2019,566295,31,5,FF,R,ball,,,
2019-05-08,2019,566295,31,6,FF,R,foul,,,
2019-05-08,2019,566295,31,7,CU,R,hit_into_play,field_out,0.0,1.0
2019-05-08,2019,566295,51,1,FF,R,called_strike,,,
2019-05-08,2019,566295,51,2,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-10,2019,565432,10,1,SI,R,ball,,,
2019-05-10,2019,565432,10,2,FF,R,hit_into_play,single,0.9,1.0
2019-05-10,2019,565432,28,1,FF,R,ball,,,
2019-05-10,2019,565432,28,2,FF,R,foul,,,
2019-05-10,2019,565432,28,3,SL,R,hit_by_pitch,hit_by_pitch,0.7,1.0
2019-05-10,2019,565432,48,1,FF,R,ball,,,
2019-05-10,2019,565432,48,2,SI,R,ball,,,
2019-05-10,2019,565432,48,3,FF,R,hit_into_play,single,0.9,1.0
2019-05-10,2019,565432,65,1,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-11,2019,565433,11,1,SL,R,called_strike,,,
2019-05-11,2019,565433,11,2,CU,R,ball,,,
2019-05-11,2019,565433,11,3,CU,R,ball,,,
2019-05-11,2019,565433,11,4,SL,R,hit_into_play,field_out,0.0,1.0
2019-05-11,2019,565433,27,1,CU,R,called_strike,,,
2019-05-11,2019,565433,27,2,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-11,2019,565433,43,1,FF,R,called_strike,,,
2019-05-11,2019,565433,43,2,CU,R,called_strike,,,
2019-05-11,2019,565433,43,3,SI,R,ball,,,
2019-05-11,2019,565433,43,4,SL,R,ball,,,
2019-05-11,2019,565433,43,5,SL,R,foul,,,
2019-05-11,2019,565433,43,6,SI,R,hit_into_play,field_out,0.0,1.0
2019-05-11,2019,565433,65,1,FF,R,ball,,,
2019-05-11,2019,565433,65,2,FC,R,swinging_strike,,,
2019-05-11,2019,565433,65,3,FF,R,foul,,,
2019-05-11,2019,565433,65,4,FC,R,foul,,,
2019-05-11,2019,565433,65,5,KC,R,ball,,,
2019-05-11,2019,565433,65,6,KC,R,ball,,,
2019-05-11,2019,565433,65,7,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-12,2019,565434,11,1,FF,R,ball,,,
2019-05-12,2019,565434,11,2,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-12,2019,565434,31,1,CH,R,ball,,,
2019-05-12,2019,565434,31,2,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-12,2019,565434,51,1,CU,R,called_strike,,,
2019-05-12,2019,565434,51,2,FF,R,ball,,,
2019-05-12,2019,565434,51,3,FF,R,ball,,,
2019-05-12,2019,565434,51,4,FF,R,ball,,,
2019-05-12,2019,565434,51,5,FF,R,foul,,,
2019-05-12,2019,565434,51,6,FF,R,foul_tip,strikeout,0.0,1.0
2019-05-12,2019,565434,73,1,FF,R,called_strike,,,
2019-05-12,2019,565434,73,2,CU,R,ball,,,
2019-05-12,2019,565434,73,3,CU,R,called_strike,,,
2019-05-12,2019,565434,73,4,FC,R,swinging_strike_blocked,strikeout,0.0,1.0
2019-05-14,2019,565822,10,1,SL,L,ball,,,
2019-05-14,2019,565822,10,2,FF,L,hit_into_play,grounded_into_double_play,0.0,1.0
2019-05-14,2019,565822,29,1,FF,L,hit_into_play,field_out,0.0,1.0
2019-05-14,2019,565822,52,1,SL,L,called_strike,,,
2019-05-14,2019,565822,52,2,CU,L,ball,,,
2019-05-14,2019,565822,52,3,FF,L,ball,,,
2019-05-14,2019,565822,52,4,SL,L,swinging_strike,,,
2019-05-14,2019,565822,52,5,SL,L,ball,,,
2019-05-14,2019,565822,52,6,SL,L,hit_into_play,grounded_into_double_play,0.0,1.0
2019-05-15,2019,565823,11,1,FF,R,swinging_strike,,,
2019-05-15,2019,565823,11,2,FF,R,swinging_strike,,,
2019-05-15,2019,565823,11,3,SL,R,swinging_strike,strikeout,0.0,1.0
2019-05-15,2019,565823,38,1,SL,R,called_strike,,,
2019-05-15,2019,565823,38,2,FF,R,called_strike,,,
2019-05-15,2019,565823,38,3,SL,R,foul,,,
2019-05-15,2019,565823,38,4,SL,R,swinging_strike_blocked,strikeout,0.0,1.0
2019-05-15,2019,565823,58,1,SI,L,ball,,,
2019-05-15,2019,565823,58,2,SI,L,ball,,,
2019-05-15,2019,565823,58,3,SI,L,foul,,,
2019-05-15,2019,565823,58,4,SI,L,hit_into_play,field_error,0.9,1.0
2019-05-17,2019,566297,13,1,CU,R,called_strike,,,
2019-05-17,2019,566297,13,2,FF,R,ball,,,
2019-05-17,2019,566297,13,3,FF,R,hit_into_play,single,0.9,1.0
2019-05-17,2019,566297,31,1,CU,R,called_strike,,,
2019-05-17,2019,566297,31,2,CU,R,foul,,,
2019-05-17,2019,566297,31,3,SL,R,hit_into_play,field_error,0.9,1.0
2019-05-17,2019,566297,46,1,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-17,2019,566297,71,1,FF,L,called_strike,,,
2019-05-17,2019,566297,71,2,CU,L,ball,,,
2019-05-17,2019,566297,71,3,FF,L,ball,,,
2019-05-17,2019,566297,71,4,FF,L,hit_into_play,home_run,2.0,1.0
2019-05-18,2019,566298,15,1,FC,R,ball,,,
2019-05-18,2019,566298,15,2,FC,R,foul,,,
2019-05-18,2019,566298,15,3,FC,R,called_strike,,,
2019-05-18,2019,566298,15,4,CU,R,foul,,,
2019-05-18,2019,566298,15,5,FF,R,swinging_strike,strikeout,0.0,1.0
2019-05-18,2019,566298,35,1,SI,L,called_strike,,,
2019-05-18,2019,566298,35,2,FC,L,ball,,,
2019-05-18,2019,566298,35,3,CH,L,hit_into_play,field_out,0.0,1.0
2019-05-18,2019,566298,53,1,FF,L,called_strike,,,
2019-05-18,2019,566298,53,2,CH,L,hit_into_play,field_out,0.0,1.0
2019-05-18,2019,566298,69,1,CH,L,ball,,,
2019-05-18,2019,566298,69,2,SL,L,swinging_strike,,,
2019-05-18,2019,566298,69,3,CH,L,hit_into_play,single,0.9,1.0
2019-05-19,2019,566299,23,1,FC,R,ball,,,
2019-05-19,2019,566299,23,2,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-19,2019,566299,45,1,SL,R,called_strike,,,
2019-05-19,2019,566299,45,2,SL,R,foul,,,
2019-05-19,2019,566299,45,3,SL,R,foul,,,
2019-05-19,2019,566299,45,4,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-19,2019,566299,57,1,SL,R,called_strike,,,
2019-05-19,2019,566299,57,2,SL,R,blocked_ball,,,
2019-05-19,2019,566299,57,3,SI,R,ball,,,
2019-05-19,2019,566299,57,4,FF,R,ball,,,
2019-05-19,2019,566299,57,5,SI,R,swinging_strike,,,
2019-05-19,2019,566299,57,6,SI,R,hit_into_play,field_out,0.0,1.0
2019-05-21,2019,566301,12,1,FF,R,called_strike,,,
2019-05-21,2019,566301,12,2,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-21,2019,566301,34,1,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-21,2019,566301,50,1,FF,R,called_strike,,,
2019-05-21,2019,566301,50,2,SL,R,ball,,,
2019-05-21,2019,566301,50,3,SL,R,ball,,,
2019-05-21,2019,566301,50,4,CU,R,called_strike,,,
2019-05-21,2019,566301,50,5,CU,R,ball,,,
2019-05-21,2019,566301,50,6,SI,R,foul,,,
2019-05-21,2019,566301,50,7,SL,R,foul,,,
2019-05-21,2019,566301,50,8,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-22,2019,566302,9,1,FF,R,ball,,,
2019-05-22,2019,566302,9,2,FF,R,foul,,,
2019-05-22,2019,566302,9,3,SI,R,ball,,,
2019-05-22,2019,566302,9,4,FF,R,hit_into_play,double,1.25,1.0
2019-05-22,2019,566302,21,1,SL,R,called_strike,,,
2019-05-22,2019,566302,21,2,SL,R,foul,,,
2019-05-22,2019,566302,21,3,SL,R,hit_into_play,field_out,0.0,1.0
2019-05-22,2019,566302,37,1,FF,R,ball,,,
2019-05-22,2019,566302,37,2,SL,R,ball,,,
2019-05-22,2019,566302,37,3,CH,R,ball,,,
2019-05-22,2019,566302,37,4,CH,R,ball,walk,0.7,1.0
2019-05-22,2019,566302,59,1,FS,R,hit_by_pitch,hit_by_pitch,0.7,1.0
2019-05-24,2019,566889,65,1,FF,L,swinging_strike,,,
2019-05-24,2019,566889,65,2,FF,L,ball,,,
2019-05-24,2019,566889,65,3,FF,L,ball,,,
2019-05-24,2019,566889,65,4,CH,L,hit_into_play,double,1.25,1.0
2019-05-25,2019,566890,9,1,FC,R,called_strike,,,
2019-05-25,2019,566890,9,2,FC,R,called_strike,,,
2019-05-25,2019,566890,9,3,FF,R,ball,,,
2019-05-25,2019,566890,9,4,SL,R,ball,,,
2019-05-25,2019,566890,9,5,SL,R,hit_into_play,field_out,0.0,1.0
2019-05-25,2019,566890,25,1,FC,R,ball,,,
2019-05-25,2019,566890,25,2,SL,R,hit_into_play,field_out,0.0,1.0
2019-05-25,2019,566890,39,1,FF,L,called_strike,,,
2019-05-25,2019,566890,39,2,FF,L,called_strike,,,
2019-05-25,2019,566890,39,3,FF,L,swinging_strike,strikeout,0.0,1.0
2019-05-25,2019,566890,51,1,CU,R,called_strike,,,
2019-05-25,2019,566890,51,2,FF,R,swinging_strike,,,
2019-05-25,2019,566890,51,3,SL,R,swinging_strike_blocked,strikeout,0.0,1.0
2019-05-25,2019,566890,67,1,SL,R,foul,,,
2019-05-25,2019,566890,67,2,SI,R,hit_into_play,single,0.9,1.0
2019-05-25,2019,566890,80,1,KN,R,ball,,,
2019-05-25,2019,566890,80,2,FF,R,hit_into_play,single,0.9,1.0
2019-05-26,2019,566891,12,1,SI,R,foul,,,
2019-05-26,2019,566891,12,2,FC,R,ball,,,
2019-05-26,2019,566891,12,3,SV,R,ball,,,
2019-05-26,2019,566891,12,4,SI,R,hit_into_play,single,0.9,1.0
2019-05-26,2019,566891,34,1,SI,R,swinging_strike,,,
2019-05-26,2019,566891,34,2,FC,R,ball,,,
2019-05-26,2019,566891,34,3,SI,R,foul,,,
2019-05-26,2019,566891,34,4,SV,R,ball,,,
2019-05-26,2019,566891,34,5,FC,R,ball,,,
2019-05-26,2019,566891,34,6,SI,R,hit_into_play,field_out,0.0,1.0
2019-05-26,2019,566891,55,1,FF,R,ball,,,
2019-05-26,2019,566891,55,2,SI,R,hit_into_play,single,0.9,1.0
2019-05-26,2019,566891,75,1,FF,R,called_strike,,,
2019-05-26,2019,566891,75,2,FF,R,swinging_strike,,,
2019-05-26,2019,566891,75,3,SL,R,ball,,,
2019-05-26,2019,566891,75,4,FF,R,foul,,,
2019-05-26,2019,566891,75,5,SL,R,foul,,,
2019-05-26,2019,566891,75,6,SL,R,ball,,,
2019-05-26,2019,566891,75,7,FF,R,swinging_strike,strikeout,0.0,1.0
2019-05-27,2019,567484,57,1,SI,L,called_strike,,,
2019-05-27,2019,567484,57,2,SI,L,called_strike,,,
2019-05-27,2019,567484,57,3,SI,L,ball,,,
2019-05-27,2019,567484,57,4,SI,L,foul,,,
2019-05-27,2019,567484,57,5,SL,L,swinging_strike,strikeout,0.0,1.0
2019-05-28,2019,567485,8,1,SL,R,ball,,,
2019-05-28,2019,567485,8,2,FF,R,called_strike,,,
2019-05-28,2019,567485,8,3,SL,R,foul,,,
2019-05-28,2019,567485,8,4,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-28,2019,567485,28,1,FF,R,called_strike,,,
2019-05-28,2019,567485,28,2,FF,R,ball,,,
2019-05-28,2019,567485,28,3,FF,R,hit_by_pitch,hit_by_pitch,0.7,1.0
2019-05-28,2019,567485,44,1,SL,R,called_strike,,,
2019-05-28,2019,567485,44,2,FF,R,ball,,,
2019-05-28,2019,567485,44,3,SI,R,foul,,,
2019-05-28,2019,567485,44,4,SL,R,ball,,,
2019-05-28,2019,567485,44,5,FF,R,hit_into_play,single,0.9,1.0
2019-05-28,2019,567485,66,1,FF,R,foul,,,
2019-05-28,2019,567485,66,2,FF,R,hit_into_play,double,1.25,1.0
2019-05-29,2019,567486,11,1,FF,L,ball,,,
2019-05-29,2019,567486,11,2,FF,L,ball,,,
2019-05-29,2019,567486,11,3,FF,L,swinging_strike,,,
2019-05-29,2019,567486,11,4,FF,L,swinging_strike,,,
2019-05-29,2019,567486,11,5,KC,L,swinging_strike_blocked,strikeout,0.0,1.0
2019-05-29,2019,567486,33,1,FF,R,swinging_strike,,,
2019-05-29,2019,567486,33,2,FF,R,called_strike,,,
2019-05-29,2019,567486,33,3,FF,R,ball,,,
2019-05-29,2019,567486,33,4,FF,R,ball,,,
2019-05-29,2019,567486,33,5,SL,R,foul,,,
2019-05-29,2019,567486,33,6,FF,R,ball,,,
2019-05-29,2019,567486,33,7,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-29,2019,567486,52,1,FF,R,hit_into_play,field_out,0.0,1.0
2019-05-29,2019,567486,71,1,SL,L,called_strike,,,
2019-05-29,2019,567486,71,2,CH,L,blocked_ball,,,
2019-05-29,2019,567486,71,3,FF,L,swinging_strike,,,
2019-05-29,2019,567486,71,4,FF,L,hit_into_play,grounded_into_double_play,0.0,1.0
2019-05-31,2019,566303,12,1,SL,L,called_strike,,,
2019-05-31,2019,566303,12,2,FF,L,ball,,,
2019-05-31,2019,566303,12,3,SL,L,foul,,,
2019-05-31,2019,566303,12,4,FF,L,ball,,,
2019-05-31,2019,566303,12,5,SL,L,swinging_strike_blocked,strikeout,0.0,1.0
2019-05-31,2019,566303,28,1,SL,L,ball,,,
2019-05-31,2019,566303,28,2,FF,L,called_strike,,,
2019-05-31,2019,566303,28,3,FF,L,foul,,,
2019-05-31,2019,566303,28,4,FF,L,hit_into_play,field_out,0.0,1.0
2019-05-31,2019,566303,49,1,CU,R,ball,,,
2019-05-31,2019,566303,49,2,CU,R,called_strike,,,
2019-05-31,2019,566303,49,3,SI,R,hit_into_play,field_out,0.0,1.0
2019-05-31,2019,566303,61,1,FF,L,hit_into_play,single,0.9,1.0
2019-06-01,2019,566304,42,1,CU,R,swinging_strike,,,
2019-06-01,2019,566304,42,2,SL,R,ball,,,
2019-06-01,2019,566304,42,3,SI,R,hit_into_play,field_out,0.0,1.0
2019-06-02,2019,566305,15,1,CU,R,ball,,,
2019-06-02,2019,566305,15,2,FF,R,called_strike,,,
2019-06-02,2019,566305,15,3,CH,R,foul,,,
2019-06-02,2019,566305,15,4,CH,R,ball,,,
2019-06-02,2019,566305,15,5,FF,R,ball,,,
2019-06-02,2019,566305,15,6,CH,R,foul,,,
2019-06-02,2019,566305,15,7,FF,R,foul,,,
2019-06-02,2019,566305,15,8,FF,R,hit_into_play,field_out,0.0,1.0
2019-06-02,2019,566305,40,1,FF,R,called_strike,,,
2019-06-02,2019,566305,40,2,CH,R,foul,,,
2019-06-02,2019,566305,40,3,FF,R,hit_into_play,field_out,0.0,1.0
2019-06-02,2019,566305,59,1,FF,L,ball,,,
2019-06-02,2019,566305,59,2,SL,L,swinging_strike,,,
2019-06-02,2019,566305,59,3,FF,L,hit_into_play,field_out,0.0,1.0
2019-06-04,2019,566307,60,1,SL,R,foul,,,
2019-06-04,2019,566307,60,2,SL,R,ball,,,
2019-06-04,2019,566307,60,3,FF,R,ball,,,
2019-06-04,2019,566307,60,4,FF,R,called_strike,,,
2019-06-04,2019,566307,60,5,SL,R,hit_into_play,single,0.9,1.0
2019-06-04,2019,566307,78,1,FF,R,called_strike,,,
2019-06-04,2019,566307,78,2,FS,R,swinging_strike,,,
2019-06-04,2019,566307,78,3,FS,R,swinging_strike,strikeout,0.0,1.0
2019-06-05,2019,566308,15,1,CU,R,called_strike,,,
2019-06-05,2019,566308,15,2,CU,R,blocked_ball,,,
2019-06-05,2019,566308,15,3,SI,R,called_strike,,,
2019-06-05,2019,566308,15,4,SL,R,ball,,,
2019-06-05,2019,566308,15,5,SI,R,foul_tip,strikeout,0.0,1.0
2019-06-05,2019,566308,29,1,SI,R,ball,,,
2019-06-05,2019,566308,29,2,CU,R,ball,,,
2019-06-05,2019,566308,29,3,SI,R,foul,,,
2019-06-05,2019,566308,29,4,SI,R,hit_into_play,field_out,0.0,1.0
2019-06-05,2019,566308,45,1,SI,R,called_strike,,,
2019-06-05,2019,566308,45,2,SL,R,ball,,,
2019-06-05,2019,566308,45,3,SI,R,called_strike,,,
2019-06-05,2019,566308,45,4,CU,R,foul,,,
2019-06-05,2019,566308,45,5,CH,R,ball,,,
2019-06-05,2019,566308,45,6,CU,R,blocked_ball,,,
2019-06-05,2019,566308,45,7,SI,R,hit_into_play,single,0.9,1.0
2019-06-05,2019,566308,71,1,FF,R,ball,,,
