pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,bucket,is_pa
SL,2026-09-23,88.8,-1.24,6.19,"Miller, Mason",660271,695243,,called_strike,,,,,6.0,,R,L,R,LAD,SD,S,,,0,1,2026,0.84,-0.4,0.6178185150371509,2.364050930998683,,,,1,9,Bot,,,,,,,2.7336706555563075,-129.34837735426112,-2.2866027627483465,8.867097294815649,26.205715724186145,-36.37015663677392,3.369201116,1.700344488,,,,89.6,2542.0,6.6,823894,666023,664034,630105,592518,593428,687749,701538,665487,53.87,,,,,,,,77,2,Slider,1,5,1,5,5,1,1,5,Infield shade,Standard,35.0,-0.001,-0.057,,,,,0.057,,-4,-4,0.006,0.006,27,31,28,32,1,4,,,,,3.27,-0.84,0.84,,,,,,,Slider,False
FF,2026-09-23,100.6,-1.29,6.38,"Miller, Mason",660271,695243,,foul,,,,,11.0,,R,L,R,LAD,SD,S,,,0,0,2026,-0.56,1.33,-0.1231749766979135,3.718058555599427,,,,1,9,Bot,,,,,,,4.579293835966665,-146.52233357549298,-5.122496415149304,-9.148408613461037,32.46125433103196,-12.026197017653832,3.369201116,1.700344488,172.0,81.8,74.0,101.4,2365.0,6.5,823894,666023,664034,630105,592518,593428,687749,701538,665487,53.98,,,,,,,,77,1,4-Seam Fastball,1,5,1,5,5,1,1,5,Infield shade,Standard,204.0,-0.001,-0.041,80.7,7.8,,,0.041,88.0,-4,-4,0.007,0.007,27,31,28,32,1,4,,,,,0.91,0.56,-0.56,,14.101965329056558,3.2909793086871573,23.0447573736609,41.34255737802975,19.841386792320954,Four-seam,False
SL,2026-09-23,89.4,-1.26,6.14,"Miller, Mason",605141,695243,strikeout,swinging_strike,,,,,14.0,Mookie Betts strikes out swinging.,R,R,R,LAD,SD,S,2.0,,2,2,2026,0.86,-0.39,2.433391078176433,0.96434567365819,,,,0,9,Bot,,,,,,,7.222272713794282,-129.90688097609424,-5.655139764088337,8.171321665405925,28.276117465020477,-35.59287748806758,3.096259843,1.562598425,,,,90.4,2525.0,7.1,823894,666023,664034,630105,592518,593428,687749,701538,665487,53.43,,0.0,0.0,1.0,0.0,0.0,,76,6,Slider,1,5,1,5,5,1,1,5,Strategic,Standard,29.0,-0.01,-0.232,40.1,7.9,,,0.232,,-4,-4,0.017,0.017,27,33,28,34,1,4,,,,,3.26,-0.86,-0.86,,10.745831609550631,-20.053933961568543,27.792655703803323,63.50719041996028,42.19828459646244,Slider,True
FF,2026-09-23,101.5,-1.28,6.32,"Miller, Mason",605141,695243,,foul,,,,,14.0,,R,R,R,LAD,SD,S,,,2,2,2026,-0.51,1.59,0.8231550832357423,1.395958165078949,,,,0,9,Bot,,,,,,,7.046231929311259,-147.19942951554566,-12.098271689704168,-9.034218467167422,33.86464935642433,-6.327071609251372,3.096259843,1.562598425,170.0,81.3,14.0,101.8,2589.0,6.6,823894,666023,664034,630105,592518,593428,687749,701538,665487,53.92,,,,,,,,76,5,4-Seam Fastball,1,5,1,5,5,1,1,5,Strategic,Standard,203.0,0.0,0.0,65.4,7.7,,,0.0,88.0,-4,-4,0.017,0.017,27,33,28,34,1,4,,,,,0.63,0.51,0.51,,1.9847241397710529,-2.8966878515292085,40.92557613886952,46.35437366976093,27.26132849123104,Four-seam,False
FF,2026-09-23,100.4,-1.25,6.47,"Miller, Mason",605141,695243,,ball,,,,,13.0,,R,R,R,LAD,SD,B,,,1,2,2026,-0.6,1.59,-0.4390842030175669,1.3091644730630776,,,,0,9,Bot,,,,,,,3.674950156846457,-145.79143002515536,-12.517541086860447,-9.487264428351034,33.616825117391265,-6.813244551654766,3.096259843,1.562598425,,,,100.9,2671.0,6.6,823894,666023,664034,630105,592518,593428,687749,701538,665487,53.89,,,,,,,,76,4,4-Seam Fastball,1,5,1,5,5,1,1,5,Strategic,Standard,203.0,0.002,0.046,,,,,-0.046,,-4,-4,0.015,0.015,27,33,28,34,1,4,,,,,0.68,0.6,0.6,,,,,,,Four-seam,False
FF,2026-09-23,101.4,-1.1,6.35,"Miller, Mason",605141,695243,,ball,,,,,12.0,,R,R,R,LAD,SD,B,,,0,2,2026,-0.4,1.6,1.7690668665379312,2.4208980922669645,,,,0,9,Bot,,,,,,,8.966195801317289,-147.2681804052594,-9.416095585860983,-7.954810575686719,33.5667991020261,-6.809093558785438,3.096259843,1.562598425,,,,102.2,2681.0,6.7,823894,666023,664034,630105,592518,593428,687749,701538,665487,53.76,,,,,,,,76,3,4-Seam Fastball,1,5,1,5,5,1,1,5,Strategic,Standard,203.0,0.001,0.022,,,,,-0.022,,-4,-4,0.014,0.014,27,33,28,34,1,4,,,,,0.62,0.4,0.4,,,,,,,Four-seam,False
SL,2026-09-23,88.0,-1.43,6.28,"Miller, Mason",605141,695243,,called_strike,,,,,2.0,,R,R,R,LAD,SD,S,,,0,1,2026,0.84,-0.47,0.1734350060600676,2.8529088555340025,,,,0,9,Bot,,,,,,,2.064141644993096,-128.17273682199522,-1.005723417125573,8.860445723386231,26.862344233839664,-37.38454170835615,3.096259843,1.562598425,,,,88.5,2512.0,6.6,823894,666023,664034,630105,592518,593428,687749,701538,665487,53.9,,,,,,,,76,2,Slider,1,5,1,5,5,1,1,5,Standard,Standard,34.0,-0.003,-0.054,,,,,0.054,,-4,-4,0.017,0.017,27,33,28,34,1,4,,,,,3.41,-0.84,-0.84,,,,,,,Slider,False
FF,2026-09-23,100.6,-1.29,6.45,"Miller, Mason",605141,695243,,called_strike,,,,,3.0,,R,R,R,LAD,SD,S,,,0,0,2026,-0.65,1.4,0.2835200722623305,3.0777806217892167,,,,0,9,Bot,,,,,,,5.912056112294761,-146.37070066111175,-7.230784322218392,-10.77206381533667,33.69250069807069,-10.453140162570076,3.096259843,1.562598425,,,,101.3,2527.0,6.6,823894,666023,664034,630105,592518,593428,687749,701538,665487,53.88,,,,,,,,76,1,4-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard,204.0,-0.002,-0.041,,,,,0.041,,-4,-4,0.019,0.019,27,33,28,34,1,4,,,,,0.84,0.65,0.65,,,,,,,Four-seam,False
FF,2026-09-20,99.8,-1.26,6.26,"Miller, Mason",805300,695243,field_out,hit_into_play,,,,,3.0,Jakob Marsee pops out to catcher Ethan Salas in foul territory.,R,L,R,SD,MIA,X,2.0,popup,1,0,2026,-0.61,1.16,0.3615943897080437,2.9699703129200867,,,,2,9,Top,104.07,204.26,,,,,5.889145467848664,-145.2171276632268,-6.301589116807827,-9.994681274148714,30.683971134053763,-14.466775703959442,3.212106299,1.621062992,28.0,90.0,82.0,100.6,2364.0,6.5,823247,806956,664034,630105,823550,593428,687749,701538,665487,53.97,0.003,0.003,0.0,1.0,0.0,0.0,3.0,68,2,4-Seam Fastball,7,3,3,7,3,7,3,7,Strategic,Standard,206.0,0.001,-0.303,70.6,6.7,,0.003,0.303,90.0,4,-4,0.999,0.001,27,25,28,25,1,3,1.0,1.0,,2.0,1.11,0.61,-0.61,41.7,24.347938705930208,-7.027167625852339,28.47270364637569,33.79692375036116,34.3896522405128,Four-seam,True
FF,2026-09-20,100.0,-1.33,6.23,"Miller, Mason",805300,695243,,ball,,,,,11.0,,R,L,R,SD,MIA,B,,,0,0,2026,-0.62,1.07,-0.6772657635532492,4.436359375958045,,,,2,9,Top,,,,,,,3.2766133109515465,-145.76798290110986,-2.04982871850066,-9.6172989244528,32.1509442422351,-16.549914520495708,3.212106299,1.621062992,,,,100.8,2462.0,6.5,823247,806956,664034,630105,823550,593428,687749,701538,665487,54.0,,,,,,,,68,1,4-Seam Fastball,7,3,3,7,3,7,3,7,Strategic,Standard,204.0,0.0,0.041,,,,,-0.041,,4,-4,0.999,0.001,27,25,28,25,1,3,1.0,1.0,,2.0,1.19,0.62,-0.62,38.8,,,,,,Four-seam,False
