Name,Team,IP,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,ERA,xERA,NameASCII,PlayerId,MLBAMID
"Camilo Doval","- - -",23.1,60,91.4086202424148,103.5,107.6,9.206896551724139,5,0.08333333,28,0.46666667,3.0857145996969892,5.153413415371976,"Camilo Doval",21992,666808
"Alex Lange","KCR",20.2,61,91.44754140885149,105.9,114.7,12.098360655737705,9,0.14754098,28,0.45901639,6.096774398691331,5.1548097953227225,"Alex Lange",19883,656638
"George Soriano","STL",25.1,71,90.611764459049,104.6,110.5,11.235294117647058,6,0.08450704,25,0.35211268,5.684211540503036,5.161536828455281,"George Soriano",21863,666277
"José Fermin","LAA",24.2,74,90.4068496913126,104.2,109.8,10.164383561643836,6,0.08108108,31,0.41891892,4.743244356928428,5.192147236986478,"Jose Fermin",33908,820862
"Juan Mejia","COL",25.2,83,86.90864129714024,104.7,112,14.419753086419753,2,0.02409639,29,0.34939759,4.207792825030615,5.260025776687003,"Juan Mejia",23237,675848
"Erick Fedde","CHW",24,80,88.48750076293945,103.6,117.4,16.6875,9,0.1125,31,0.3875,3.750000302679861,5.391207121237601,"Erick Fedde",17425,607200
"Orion Kerkering","PHI",21,70,88.12714233398438,103.9,109.4,14.628571428571428,4,0.05714286,28,0.4,9.428573730041132,5.444792939886246,"Orion Kerkering",31776,689147
"Clayton Beeter","WSN",20.2,61,91.12333348592122,104.6,112.6,15.933333333333334,3,0.04918033,27,0.44262295,5.661291068212521,5.600126193671354,"Clayton Beeter",27494,690925
"Jimmy Herget","COL",26,82,87.29024403269698,103.7,115.1,14.012195121951219,8,0.09756098,28,0.34146341,7.615386413576054,5.672981199459209,"Jimmy Herget",17556,623474
"Carson Seymour","SFG",25.1,75,88.03835578813944,102.7,109.1,4.465753424657534,7,0.09333333,28,0.37333333,3.197368968964501,5.785596202055102,"Carson Seymour",30084,693313
"Chris Roycroft","- - -",25,90,91.9523253773534,105.6,110.3,5.724137931034483,7,0.07777778,39,0.43333333,4.680000362634687,5.792883506965328,"Chris Roycroft",31261,688297
"Sean Newcomb","CHW",26.2,85,90.43658661260838,105.3,110.6,18.048780487804876,10,0.11764706,34,0.4,5.0625008788427,5.945726477304092,"Sean Newcomb",16943,656794
"Riley O'Brien","STL",24.2,67,90.06212107340495,105,109.9,13.666666666666666,6,0.08955224,32,0.47761194,5.108108468119752,5.951371775186243,"Riley O'Brien",20348,676617
"Yoendrys Gómez","MIN",22.1,61,87.46333389282226,102.8,110,13.45,3,0.04918033,26,0.42622951,6.0447773105334655,6.158320468571562,"Yoendrys Gomez",22872,672782
"Tyler Schweitzer","CHW",27.1,89,89.82727310874246,105.5,115.9,14.488636363636363,8,0.08988764,41,0.46067416,2.9634148754015683,6.267851297308487,"Tyler Schweitzer",31920,805326
"Eduard Bazardo","SEA",24,78,88.19868434102912,103.8,109.3,16.105263157894736,9,0.11538462,31,0.3974359,6.375001622829999,6.330609774506799,"Eduard Bazardo",20997,660825
"Zack Littell","- - -",23.2,90,92.49775130025456,105.1,115.2,18.59550561797753,12,0.13333333,37,0.41111111,5.7042259650674705,7.992184794283109,"Zack Littell",15823,641793
