Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Craig Yoho","- - -",0.04778002481907606,-1.490762064437149,1.5385421045357361,2.2279996275901794,0.21411039307713509,0.801842110423502,0.6267229156510439,0.7586166694139441,0.9461889102434119,18,0.3050692193210125,-0.2454813974818221,5,4,"Craig Yoho",33248,684974
"Tyron Guerrero","BOS",0.43798205466009676,-1.941238034516573,2.379220118978992,2.739000290632248,0.25566596258431673,1.5090876637926598,1.314770666733384,1.4143047606838601,1.3686499997973443,20,0.561172011308372,-0.270942314804622,12,3,"Tyron Guerrero",11691,594027
"Pierce Johnson","CIN",0.028980083559872583,-1.1443099142052233,1.173289980913978,0.8199999332427979,0.04260368272662163,0.7380399989585081,0.686682661883533,0.9138499964804699,0.8063333246502138,21,-0.051976725459098816,0.09124300316866482,6,3,"Pierce Johnson",13435,572955
"Taylor Rogers","MIN",0.45958138414425775,-1.6446552311535925,2.104236632658285,-0.7849999442696571,-0.06340622901916504,1.0041606684165747,0.6767468874677434,0.7890608779093979,0.8223249947186559,16,-0.03745760046876967,0.49513474178615996,6,3,"Taylor Rogers",13449,573124
"Steven Okert","HOU",0.5354141276329756,-1.6335504176095128,2.168964533135295,5.022000104188919,0.5257424432784319,1.3549356124866967,1.3622051087709575,1.379336340860887,1.608063668012619,22,0.2591958486009389,0.13596250630445517,9,3,"Steven Okert",13580,595345
"Wandy Peralta","SDP",-0.44135182878380874,-1.6367639200016129,1.195412072025647,-0.04999986290931702,0.04785728454589844,0.6544596514125404,0.723337137672518,0.7900363490916789,0.8770777769386768,18,-0.6254006307572126,-0.04897528811146867,2,3,"Wandy Peralta",14295,593974
"Paul Blackburn","NYY",1.5428182068280876,-3.2641722213011235,4.806990473531187,15.011999890208244,1.5448929090052843,1.6300225079479351,1.5488577519738398,1.6244896485887725,1.609351979419589,25,0.9916382152005099,-0.04513704769800131,17,3,"Paul Blackburn",14739,621112
"Tyler Rogers","TOR",0.8349261418916285,-2.493915975326672,3.328842094168067,4.132000133395195,0.4142181435599923,1.5552921886677327,1.2707044693330924,1.3297357359634978,1.5952999762005426,22,0.35189620475284755,0.184932918401708,13,3,"Tyler Rogers",15541,643511
"Tejay Antone","CIN",0.29924398537696106,-1.7874661062378436,2.086710132243752,1.893000215291977,0.17249486409127712,0.9941899243765706,0.9603914091844232,1.0874071550954665,1.617228578953516,21,-0.38350897876080126,0.6845017549294079,10,3,"Tejay Antone",16233,622088
"Scott Blewett","- - -",0.348330162698403,-1.5818900645244867,1.9302202286780812,4.041000097990036,0.4145430289208889,0.6867373429394017,0.6913571379901398,0.8079912936233956,0.944666664633486,18,0.3925607723649591,0.11466395668132479,7,3,"Scott Blewett",16427,656240
"Ryan Yarbrough","NYY",-0.20166984852403402,-0.7163499313173816,0.5146800810471177,-1.0039997771382332,-0.09045988693833351,0.3868269650788789,0.5648558713771679,0.6868666633963585,0.767999996564218,7,0.26395100448280573,-0.7852948267339536,0,3,"Ryan Yarbrough",16502,642232
"Brennan Bernardino","COL",1.2453555578831583,-1.2081885505176615,2.453544083982706,8.416000068187714,0.7175590004771948,1.339618362182257,1.0316452423908882,1.3628000052502522,1.287454549392516,22,0.5248159756883979,0.4048186075928112,11,3,"Brennan Bernardino",16835,657514
"Gabe Speier","SEA",-0.1025020896922797,-1.5799960801377892,1.477493986254558,-0.3149999976158142,0.03852199949324131,1.1025933299213648,0.9948576918015113,1.041773919178092,1.5937047438429934,21,0.26933992316480726,-0.36230447039237845,6,3,"Gabe Speier",17170,642100
"Jeff Hoffman","- - -",0.8306420392473228,-2.109288006904535,2.9399300955119543,3.5709997415542603,0.3373743938282132,1.6107115115706636,1.2711750016813832,1.4157629607038364,1.7657800089567899,20,0.35541055852081627,0.1602882697798106,14,3,"Jeff Hoffman",17432,656546
"José Alvarado","PHI",0.34882619774725754,-2.0275733797461726,2.376399574917741,4.735000170767307,0.47117463406175375,1.2577364389201469,0.9231555595028179,0.9895555598454343,1.0694499982831378,24,0.3911064341664314,-0.11376200257252073,6,3,"Jose Alvarado",17780,621237
"Jacob Waguespack","DET",0.5594641326460987,-2.0087821080815047,2.5682461897376925,9.345999978482723,0.9595290208235383,1.0512969170625392,1.0982909840405792,1.149075003573671,1.0467778000359733,18,0.5814723884686828,-0.0493067142752166,6,3,"Jacob Waguespack",18318,621097
"Matt Festa","CLE",-0.083512037206674,-0.727217870473396,0.6437058246228844,2.5249998196959496,0.23969979770481586,0.31611128686551726,0.3489520251247528,0.4788079952448607,0.31677895451062604,19,0.2863955213688314,-0.5505810809379283,0,3,"Matt Festa",19330,670036
"Michael Rucker","SEA",-0.6185439846594818,-1.2839460068807966,0.6654020301357377,-3.7190000861883163,-0.42357698269188404,0.4649663970770487,0.31430107760318227,0.33477391686756164,0.28344285308516454,14,-0.1583466399461031,-1.1719516107401375,1,3,"Michael Rucker",19454,621074
"Jonathan Loáisiga","ARI",0.7732940829300787,-1.8561980850063264,2.62949213347747,7.151999861001968,0.7128242217004299,1.2715148103716611,1.0887544431413214,1.114184620646903,1.239949993789196,20,0.6748330630362034,-0.06666548478829726,7,3,"Jonathan Loaisiga",19753,642528
"Jovani Morán","BOS",0.10321015276713297,-1.3399173878133297,1.4431275480310433,2.120999753475189,0.20237478986382484,0.6788415998741985,0.7267354184878059,0.8329166692371169,0.9250222370028496,18,0.20847776625305414,-0.05643912750984856,6,3,"Jovani Moran",20422,663558
"Jhoan Duran","PHI",0.03111600608099252,-2.949685976753244,2.980802042875439,4.025999963283539,0.416300343349576,1.790699118402152,1.313907681319576,1.2985439951717854,2.6092000007629395,4,0.4717972152866423,-0.4544207583703305,9,3,"Jhoan Duran",21029,661395
"Jacob Latz","TEX",0.777224188670516,-2.762587598292157,3.5398117369040847,3.584999918937683,0.3633428327739239,1.8284357085025735,1.6708206878653888,1.6801181902939624,1.1020400047302246,5,0.46482433564960957,-0.03974830751458913,10,3,"Jacob Latz",21306,656641
"Ryan Rolison","CHC",1.3284816982923076,-1.424871970899403,2.753353718435392,5.739000022411346,0.597729017958045,1.2467839326044279,1.2123517415143157,1.2690222047407318,1.0956560065597296,25,0.3668460831977427,0.6986807202454328,10,3,"Ryan Rolison",22200,669020
"Steven Cruz","KCR",0.9589719766518101,-3.0502702000085264,4.009242277010344,4.346999973058701,0.41865293867886066,1.7058974019859148,1.5978471215428978,1.63672591469906,1.6899000056087972,10,0.4457438671961427,0.11640715990280603,12,3,"Steven Cruz",23165,674444
"Juan Mejia","COL",0.3486281194491312,-1.6203200452728197,1.9689482004614547,-0.7840004563331604,-0.12147465907037258,0.889999995882559,0.8500989527092315,0.976511994227767,1.1179809592930334,21,-0.13765457295812666,0.5293715629154332,6,3,"Juan Mejia",23237,675848
"Brayan Bello","BOS",0.5005160579457879,-1.7540699541568756,2.2545859897509217,8.15600023418665,0.7979235146194696,0.9126841489257741,0.7409136099740863,0.9823000086471438,0.6593428584081786,7,0.8024085620418191,-0.2540084846055083,5,3,"Brayan Bello",23920,678394
"Victor Vodnik","- - -",0.42561613902216777,-1.487609877367504,1.9132260052138008,2.164999842643738,0.2175938654690981,0.84525758379393,0.8013484998973031,0.7524480160325766,1.0302699976600707,20,0.022354523098329082,0.481179721589301,5,3,"Victor Vodnik",24614,680767
"Randy Vásquez","SDP",-0.2097658719867468,-1.0852879770100117,0.8755221257451922,-3.2440000474452972,-0.28323282301425934,0.5598494639640214,0.5805825773965229,1.1153499968349934,0.7140399970114231,5,-0.19938977411948144,-0.17529286021135604,3,3,"Randy Vasquez",24719,681190
"Erik Miller","- - -",0.6376580921933055,-2.0533759794197977,2.6910340767353773,4.789999917149544,0.48179295659065247,1.6312115398737101,1.2979083321988583,1.3321391298719074,1.556741175296552,17,0.3101566964323865,0.08075403256029429,11,3,"Erik Miller",26252,669062
"Dylan Dodd","ATL",0.9374881777912378,-1.2330260192975402,2.170514177531004,6.318999886512756,0.6495561208575964,1.3268197595521256,1.2914821448336755,1.6993333315476775,1.4806727391075005,22,0.3300883676856756,0.37647947699858764,11,3,"Dylan Dodd",29928,689266
"Will Dion","- - -",-0.30727198149543256,-2.745242041302845,2.4379700856516138,4.898000173270702,0.5092038465663791,1.0520240718260743,0.949775027949363,1.0791052597525872,1.2705692178927934,13,0.4515699837356806,-0.7436469330416773,7,3,"Will Dion",30061,702021
"Chad Patrick","MIL",1.2263700468465686,-1.7667400093050674,2.9931100469548255,7.5260001718997955,0.7665719613432884,1.137679434625815,1.0222774924710394,1.2266846250456114,1.3642909060317008,22,0.5081672539236024,0.569790217681678,10,3,"Chad Patrick",30113,694477
"Chris Roycroft","- - -",-0.37607177009340376,-1.2109470641589724,0.8348753121681511,-5.362000152468681,-0.534202579408884,0.4662034017649495,0.4112944449470551,0.5924000049630801,0.7743000029586256,8,-0.28359455650206655,-0.5230743109272014,0,3,"Chris Roycroft",31261,688297
"Brandyn Garcia","ARI",1.3722603316418827,-1.5451804101467133,2.917440715711564,8.657999843358994,0.8800401836633682,1.3148019929602741,1.3866715562694214,1.6764642926199096,1.1329411934403812,17,0.9319109134376049,0.11179022102161595,12,3,"Brandyn Garcia",33568,805299
"Grant Taylor","CHW",1.1840845830738544,-3.394523618655512,4.578608222305775,12.066999912261963,1.2337038153782487,1.8711214555634392,1.6551895011694004,1.8013130283874015,1.7800167235545814,12,0.7316676080226898,-0.09884680445956762,9,3,"Grant Taylor",33927,691799
"Kenley Jansen","DET",0.20941400900483131,-2.783566103084013,2.9929801346734166,4.017000108957291,0.4166215565055609,1.9329835063394378,1.5906390994787216,1.712336345829747,2.8005200386047364,5,0.27762868721038103,-0.16929149327259813,8,2,"Kenley Jansen",3096,445276
"Aroldis Chapman","BOS",1.9725479502230883,-2.3657839745283127,4.338331915438175,8.323000073432922,0.8181022554636002,2.325456037670374,2.0787391377531965,2.0787391377531965,2.8154667218526206,3,0.3812719024717808,0.4669694395572749,16,2,"Aroldis Chapman",10233,547973
"Zack Littell","- - -",-0.101407989859581,-0.8357779458165169,0.7343699857592583,-5.1810000240802765,-0.5001034392043948,0.43513889279630447,0.5204422496832334,0.9742400228977204,0.5259999972768128,4,-0.7807671576738358,0.5477197524926773,1,2,"Zack Littell",15823,641793
"Ryne Stanek","STL",1.5046781273558736,-1.9518880359828472,3.4565661884844303,7.051999643445015,0.7366213705390692,1.634277981519699,1.3081069013168072,1.5510714394705636,1.7417481585785195,27,0.6066612261347473,0.31403778858041653,15,2,"Ryne Stanek",15947,592773
"Jordan Montgomery","TEX",-0.07407995939138345,-0.5552899967879057,0.4812100221461151,-0.009000048041343689,0.007829883135855198,0.33225531178090645,0.3503733359115279,0.39621818759901956,0.4671428578772715,7,0.13995198253542185,-0.36291293083241327,1,2,"Jordan Montgomery",16511,656756
"Trevor Williams","- - -",-0.20422165794298053,-0.8510059484979138,0.646784283395391,-0.7380000650882721,-0.07308674976229668,0.3876309057697654,0.4144542921955387,0.5835230841946143,0.46733333356678486,6,0.32326564379036427,-0.850111297486199,2,2,"Trevor Williams",16977,592866
"Raisel Iglesias","ATL",1.1664919285103679,-3.0705254450440407,4.237017442472279,2.2439998388290405,0.22707527689635754,2.108899997776015,1.7008809319564275,1.7453110814094543,3.54176664352417,6,0.624766871042084,-0.07163873327333403,12,2,"Raisel Iglesias",17130,628452
"Erick Fedde","CHW",0.011101995944045484,-1.745233996771276,1.7563359627965838,-1.9719998836517334,-0.17287448793649673,0.9870981850238009,0.9855169336577612,1.1357499912846833,1.8501200020313262,5,0.04163051024079323,-0.030383406241936424,3,2,"Erick Fedde",17425,607200
"Trevor Megill","MIL",1.3338339608162642,-1.844348011072725,3.1781819872558117,3.82399982213974,0.38646087795495987,1.9236040900355762,1.745056759428095,1.7200319814682006,2.9067200303077696,5,1.0793484319001436,-0.38594485279276325,14,2,"Trevor Megill",17722,656730
"Brock Burke","CIN",1.0516600659029791,-2.782934010028839,3.8345941020088503,7.119000181555748,0.7244678642600775,1.72910240483284,1.416852952364613,1.4666137895707427,1.2658928679302335,28,0.6589372279122472,-0.050725670884976926,15,2,"Brock Burke",17968,656271
"Seranthony Domínguez","- - -",1.2763121027383022,-1.442920342553407,2.7192324522766285,4.5270000249147415,0.4294264819473028,1.1902406484615513,1.0283742717334203,1.1328066577514013,1.0579739081491109,23,0.6169569846242666,0.455357344740978,10,2,"Seranthony Dominguez",19249,622554
"David Bednar","NYY",2.580751985544339,-2.384144206298515,4.964896165773098,7.90599998831749,0.8230281071737409,2.2517016668415937,2.1548291693616193,2.1421076835562975,2.6423999845981596,5,0.8727275962010026,0.27340646922530043,18,2,"David Bednar",19569,670280
"Bryan Baker","TBR",2.5045838943333365,-1.977041153848404,4.481625005370006,10.525999963283539,1.0402341904118657,1.94687045160681,2.053490438698126,2.0094307432524285,3.9141000509262085,2,0.6923319650813937,0.5941346779693697,15,2,"Bryan Baker",19804,641329
"Griffin Canning","SDP",-0.20018586804508232,-1.1591639288017177,0.9589781012764433,3.0959997475147247,0.3337840475142002,0.47350351219657777,0.4399294440324108,0.3791199990858634,1.2946333587169647,6,0.009725808165967464,-0.4325016965990272,1,2,"Griffin Canning",19867,656288
"Tyler Wells","- - -",2.2615381870418787,-1.577988374978304,3.8395264856517315,12.063999973237514,1.2289158208295703,1.7445611658605558,1.7447735585015396,1.9918454560366543,1.9261714177472251,14,0.8684574328362942,0.4278789933653684,16,2,"Tyler Wells",20000,669330
"Greg Weissert","BOS",0.5427260253345594,-1.1314139409732888,1.6741399607853964,4.604999974370003,0.47675181459635496,0.8778319167409171,0.9314975325294115,1.005147829570848,1.0893799971789122,20,0.25481810607016087,0.3634392333867038,6,2,"Greg Weissert",20375,669711
"Chase Shugart","PHI",-0.21084248565603048,-1.028167384734843,0.8173248952953145,2.4449998289346695,0.2590417144820094,0.6235932537218493,0.6783906435966491,0.5915777639796337,0.9610000451405843,6,-0.09756939392536879,-0.24053959682724085,1,2,"Chase Shugart",21544,663767
"Brendon Little","TOR",0.10896817877073772,-1.0122659411281347,1.1212341393402312,1.6980000436306,0.17018054984509945,0.7088299089276763,0.5798288928344846,0.764191301215602,0.6904700134880841,20,-0.09745905140880495,0.2511887084087271,3,2,"Brendon Little",21574,663893
"Juan Morillo","ARI",1.750232083722949,-1.8182426372077316,3.5684746662154794,11.589999936521053,1.1628041751682758,1.5205666688443333,1.4820145836565644,1.5293777869255454,2.020477817290359,18,0.7061822394025512,0.4448571195314224,14,2,"Juan Morillo",21924,666661
"Braydon Fisher","TOR",0.9175040557674947,-1.3531592461367836,2.2706633003544994,3.651000142097473,0.36887817829847336,1.21244618037823,1.023511499359176,1.037276935047255,1.0165043342858553,23,-0.08222871774341911,0.8389666832020374,6,2,"Braydon Fisher",24609,680755
"Tim Herrin","CLE",0.22903398121707141,-0.9174680905416608,1.1465020899195224,4.159999817609787,0.40005213022232056,0.62049799926579,0.6126638962887228,0.7993440078943967,0.6046272628855976,22,0.3008768770378083,0.06823628930290193,4,2,"Tim Herrin",25139,682120
"Brady Basso","ATH",0.5651119555404875,-1.121841580606997,1.686953527998412,6.547000229358673,0.651122990064323,1.020043680722686,1.0552089090148609,1.080300007547651,0.9399076734597867,13,0.46525179222226143,0.08875581178555325,5,2,"Brady Basso",25582,669620
"Luis Mey","CIN",0.16504607134265825,-1.2973519533406943,1.4623980488395318,-3.4450003802776337,-0.3860589787364006,0.8758101613907996,0.7346913516521454,0.9800099955871702,0.5814000100485588,19,0.37895091075915843,-0.1905013144670092,5,2,"Luis Mey",25620,682825
"Casey Legumina","TBR",0.13338611714425497,-0.9004699727229308,1.0338560912641697,-1.3400001898407936,-0.09346475545316935,0.5752190445638483,0.5300785696932248,0.7719157912621373,0.5343411698499146,17,0.2236358247755561,0.008251694257116221,3,2,"Casey Legumina",25921,668984
"Ryan Watson","- - -",0.11565608449745923,-1.9018379332264885,2.017494034022093,4.087000213563442,0.4117421405389905,1.2054591644840429,1.0363746688514948,1.1886909046125682,1.4105466524759929,15,0.1667295980732888,-0.07078600420881972,7,2,"Ryan Watson",27853,670245
"Victor Mederos","ATL",1.2521440309647005,-1.1777801593052573,2.4299241921689827,3.1569996178150177,0.3309236904606223,0.9485031750093821,0.9602590736533915,0.9880615500016854,1.1226500091841445,20,0.23186670538416365,1.0882596410061,7,2,"Victor Mederos",31533,682989
