Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Rico Garcia","BAL",8.766236466991526,3.155845128116949,2.77777778,1.402597834718644,0.23148148,0.08333333,0.14814815,0.21649484536082475,1.1688315289322033,0.25,0.75757576,95.09048271584074,108.2308112721442,101.46965322209067,3.857144045476271,4.459698681032069,-0.6025546355557982,4.196023730244582,3.691135828115224,"Rico Garcia",20023,670329
"Jordan Montgomery","TEX",6.447761578346389,2.4179105918798958,2.66666667,1.2089552959399479,0.17582418,0.06593407,0.10989011,0.21428571428571427,1.0746269297243982,0.23076923076923078,0.625,118.99303259425247,104.80997880642198,93.9868297665369,4.8358211837597915,4.34979331528963,0.48602786847016155,3.8862329224076366,3.677681614708474,"Jordan Montgomery",16511,656756
"Gordon Graceffo","STL",9.620690980011627,4.34482818452138,2.21428571,0.3103448703229557,0.25203252,0.11382114,0.13821138,0.2037037037037037,1.2413794812918229,0.27631578947368424,0.73033708,67.9045831491985,71.55435209919744,88.01185050781416,2.7931038329066014,2.958130843800963,-0.16502701089436167,3.705652711499528,3.673091834069172,"Gordon Graceffo",29519,700669
"Hogan Harris","ATH",10.20731872773176,4.609756844782085,2.21428571,0.9878050381675897,0.26956522,0.12173913,0.14782609,0.22,1.317073384223453,0.2878787878787879,0.79268293,73.6014207101625,89.04330792256026,89.19044811894211,3.2926834605586324,3.900940076525498,-0.6082566159668654,3.6876614935708556,3.665144940325489,"Hogan Harris",21520,663687
"Tim Hill","NYY",3.2727281860086137,2.4545461395064603,1.33333333,2.0454551162553836,0.08988764,0.06741573,0.02247191,0.2375,1.136363953475213,0.208955223880597,0.71428571,118.60325200986803,154.78623074521965,106.84268299792008,4.909092279012921,6.55060831584248,-1.6415160368295592,4.418468539302685,3.6395416035896915,"Tim Hill",16814,657612
"Brady Basso","ATH",6.85714316854673,1.2857143441025118,5.33333333,0.42857144803417063,0.19277108,0.03614458,0.15662651,0.2375,1.0476190951946394,0.2857142857142857,0.77669903,47.89933169855161,59.83776690920601,88.33301172443011,2.142857240170853,2.6198713994620872,-0.47701415929123403,3.652163407199792,3.6192090329624604,"Brady Basso",25582,669620
"Casey Legumina","TBR",8.25000141374791,2.250000385567612,3.66666667,1.125000192783806,0.20952381,0.05714286,0.15238095,0.2708333333333333,1.3333335618178441,0.323943661971831,0.74675325,107.97871925730249,96.4259445782053,100.27982128973215,4.500000771135224,4.0127287210276,0.48727205010762376,4.146764383461256,3.6148340128293746,"Casey Legumina",25921,668984
"Alex Lange","KCR",9.580645483657806,3.483871084966475,2.75,3.483871084966475,0.23913043,0.08695652,0.15217391,0.2891566265060241,1.5483871488739889,0.3018867924528302,0.87155963,143.0928592379562,174.8685773626938,99.08663500034423,6.096774398691331,7.30573945827899,-1.2089650595876584,4.097366165437669,3.6119970304719087,"Alex Lange",19883,656638
"Nate Pearson","KCR",9.121622253478792,3.2837840112523655,2.77777778,0.3648648901391517,0.23364486,0.08411215,0.14953271,0.22580645161290322,1.216216300463839,0.29850746268656714,0.77380952,77.07125318444564,79.02208139893656,101.0248274845508,3.2837840112523655,3.298764614021805,-0.014980602769439688,4.17760783076524,3.587517896321613,"Nate Pearson",20160,663878
"Aaron Civale","CHC",8.650486267874959,2.883495422624986,3,0.5242718950227248,0.23404255,0.07801418,0.15602837,0.1889763779527559,1.0194175736552982,0.2391304347826087,0.85227273,38.37546270522728,76.20971197563031,94.4880194267257,1.5728156850681743,3.154314330058135,-1.5814986449899606,3.9779691863966278,3.5861548554933815,"Aaron Civale",19479,650644
