Name,Team,IP,Stf+ FA,Stf+ SI,Stf+ FC,Stf+ FS,Stf+ SL,Stf+ CU,Stf+ CH,Stf+ KC,Stf+ FO,Stuff+,Location+,Pitching+,NameASCII,PlayerId,MLBAMID
"Brady Basso","ATH",21,93.4095238095238,102.77185185185186,90.126,,103.57301587301585,100.97694915254237,70.91499999999999,,,97.91984468294692,104.05632372326093,102.8649046279958,"Brady Basso",25582,669620
"Cam Booser","TBR",22.1,106.51197183098593,,112.06943089430894,,120.87384615384616,,123.936,,,110.3462177328844,95.54190796857462,102.54909652076319,"Cam Booser",16061,592155
"Bryan Baker","TBR",25,96.92729729729729,,,,103.50571428571428,,117.6240476190476,,,105.72924751729929,99.095391224413,102.53681707634847,"Bryan Baker",19804,641329
"Victor Vodnik","- - -",28.1,97.73392156862745,121.71249999999998,,,102.53342465753427,124.70666666666665,111.63258064516128,,,104.52192322591469,92.65385730673725,102.40810382955358,"Victor Vodnik",24614,680767
"Kyle Hart","SDP",22.2,92.00064516129034,99.96969325153374,,114.91069767441863,105.56406106870229,,,,,104.18569883752366,96.1281968099486,102.21954942777326,"Kyle Hart",19646,606996
"Alex Vesia","LAD",24.1,121.1131623931624,,,,109.86890909090909,,98.4776,,,115.05320112517579,88.30054852320676,101.99056309934792,"Alex Vesia",25007,681911
"Greg Weissert","BOS",21.2,94.41847619047621,95.04348623853211,,,108.53371212121213,125.00666666666666,95.03478260869569,,,98.28442255892251,106.53181332937216,101.67027579718757,"Greg Weissert",20375,669711
"Tommy Nance","MIN",24.2,,83.03714285714284,,,78.43873873873873,151.32509433962264,,,,97.25728838518742,102.77957734513325,101.45549381267503,"Tommy Nance",19178,667297
"Taylor Clarke","ARI",28,126.08000000000001,86.32058252427184,79.88070175438597,,104.06271844660195,,87.31593220338983,,,90.78276007497655,106.08858013120901,101.44271790065604,"Taylor Clarke",17611,664199
"Kody Funderburk","MIN",25.2,,108.9065806451613,96.08865497076022,,115.57892473118278,,92.68666666666668,,,104.23787229674913,99.3998977000434,101.15279601516951,"Kody Funderburk",24993,681892
"Luis Medina","ATH",29.2,95.33544827586208,105.54160714285716,,,118.70877551020403,98.3511392405063,124.72322580645161,,,107.45380385894006,91.38387308519654,100.97748645553003,"Luis Medina",21649,665622
"Griffin Canning","SDP",26.1,90.69098901098903,96.68064516129033,83.33999999999999,,100.19655319148939,,98.03692307692306,87.24537313432836,,94.62171200362697,107.91372167551181,100.8719977153728,"Griffin Canning",19867,656288
"Brendon Little","TOR",22.2,81.14376470588236,120.89297872340425,,,99.20816666666668,,,129.9823529411765,,109.21284347231716,88.35906356801091,100.8625017088175,"Brendon Little",21574,663893
"Jack Dreyer","LAD",23,102.3818784530387,,,,102.83333333333336,93.32820512820511,,,,100.70148456912503,98.73534060269625,100.84817800026435,"Jack Dreyer",30249,676263
"AJ Blubaugh","HOU",35.1,102.89194805194803,,90.5509090909091,,115.4346666666667,,118.34290598290598,,,109.23501556464014,92.57121566715423,100.4857520409056,"AJ Blubaugh",31764,805123
"Elvis Alvarado","ATH",25.2,112.89243986254291,82.92039999999999,,97.60521739130435,114.95836734693876,,,,,108.21962444678609,92.12187439409902,100.4025680365297,"Elvis Alvarado",21662,665660
"Bennett Sousa","HOU",25.1,92.09393939393938,100.72549999999998,,,112.96576512455515,,,,,106.8573722943723,93.96098268398269,100.28396969696972,"Bennett Sousa",21345,656986
"Josh Walker","BAL",23.2,94.7457731958763,108.47903846153847,,,101.40816000000001,,85.14863636363638,,,99.7727698950894,99.48071976029017,99.99314383340467,"Josh Walker",23617,677020
"Hunter Gaddis","CLE",27.2,92.5477192982456,,,,93.04935622317599,,105.71445783132532,,,95.4492883587001,100.48899766899763,99.99236528177705,"Hunter Gaddis",25636,683769
"Peyton Gray","TEX",22.1,95.13266666666667,,,,79.27033333333333,,100.77742424242425,,,94.57096866294728,105.62447127243917,99.9134404909806,"Peyton Gray",25310,682608
"Ryne Stanek","STL",25,91.83226130653267,97.76592592592591,,103.78567164179107,118.35640449438199,,,,,100.52418848167541,98.40638743455497,99.86596858638744,"Ryne Stanek",15947,592773
"Bryse Wilson","MIL",20.2,100.87644444444446,88.29357142857144,91.94161290322582,81.66,,96.48499999999999,,,,91.75355846153846,113.53821384615385,99.83894000000001,"Bryse Wilson",19990,669060
"Calvin Faucher","MIA",27.2,87.54296296296299,104.42658536585363,97.5045238095238,,99.71710450623202,114.86465116279071,,,,99.14771342915883,98.66978193202847,99.74864947603909,"Calvin Faucher",20116,676534
"Aaron Civale","CHC",34.1,89.33297297297295,77.36489795918368,101.5609958506224,70.23535714285713,89.89833333333333,103.9990728476821,,,,95.66856881214024,105.38759288330715,99.7174986917844,"Aaron Civale",19479,650644
"John Schreiber","- - -",23,116.59981308411216,111.16869565217391,93.72044444444444,,100.4207619047619,,84.15090909090908,,,106.91342036553525,95.62208877284596,99.59530026109661,"John Schreiber",20020,670167
"Eduard Bazardo","SEA",24,81.39999999999999,100.88275862068966,,88.66285714285713,114.0998639455782,,,,,104.5460649350649,97.92418604651161,99.52716460283904,"Eduard Bazardo",20997,660825
"Riley O'Brien","STL",24.2,,104.85000000000002,,,103.6876923076923,,84.16400000000002,,,104.07010110341288,99.09381164998717,99.48302668719526,"Riley O'Brien",20348,676617
"Tyler Alexander","TEX",26.1,101.7369642857143,107.09525423728813,95.57662337662337,,111.03770833333333,,87.93483870967742,,,100.54138060471543,99.5269944370992,98.7243418697223,"Tyler Alexander",17735,641302
"Daniel Duarte","NYM",24.2,99.53636363636365,88.51898305084747,101.26492537313432,,112.9029090909091,,78.14594594594594,,,100.17063628563628,102.73478062478063,98.6057842907843,"Daniel Duarte",17480,650960
