pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches
CH,2026-06-17,89.4,-0.93,5.75,"Rodriguez, Bradgley",691023,699134,fielders_choice_out,hit_into_play,,,,,13.0,"Jordan Walker reaches on a fielder's choice out, third baseman Manny Machado unassisted. Iván Herrera out at 3rd.",R,R,R,STL,SD,X,5.0,ground_ball,0,1,2026,-1.06,0.4,-0.9744263717598168,2.5090347070568075,,671056.0,,2,1,Bot,100.63,168.4,,,,,2.1742871828894423,-130.27900235592062,-2.6922734180064123,-12.61134112045525,24.688945841239235,-27.27263165680818,3.461351706,1.746850394,4.0,90.0,-37.0,90.0,1760.0,6.4,823044,660710,664034,695238,592518,593428,669392,701538,665487,54.14,0.058,0.052,0.0,1.0,0.0,0.0,2.0,9,2,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,239.0,-0.029,-0.245,82.8,7.6,,0.061,0.245,90.0,-1,-1,0.426,0.426,22,24,23,24,1,0,3.0,1.0,12.0,1.0,2.42,1.06,1.06,39.7,0.5887004119783169,-2.75486627184376,32.75615473767635,29.205344786586735,29.609296906215494
SI,2026-06-17,96.6,-0.93,5.94,"Rodriguez, Bradgley",691023,699134,,called_strike,,,,,1.0,,R,R,R,STL,SD,S,,,0,0,2026,-0.76,0.93,-0.4495230906749069,3.34027166630423,,,671056.0,2,1,Bot,,,,,,,2.9900883432778183,-140.7806954202061,-3.374893405189551,-10.742511356336747,29.59203216754668,-19.25083890692729,3.461351706,1.746850394,,,,96.5,2423.0,6.0,823044,660710,664034,695238,592518,593428,669392,701538,665487,54.54,,,,,,,,9,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,211.0,0.006,-0.041,,,,,0.041,,-1,-1,0.42,0.42,22,24,23,24,1,0,3.0,1.0,12.0,1.0,1.49,0.76,0.76,40.3,,,,,
CH,2026-06-17,90.4,-0.66,5.78,"Rodriguez, Bradgley",676475,699134,strikeout,foul_tip,,,,,13.0,Alec Burleson strikes out on a foul tip.,R,L,R,STL,SD,S,2.0,,0,2,2026,-1.3,0.28,-0.9120517892141212,1.9862446349267504,,,671056.0,1,1,Bot,,,,,,,2.211893435664656,-131.6746894436044,-3.931994351824563,-15.672962130840062,26.98894325534367,-28.24973029653531,3.215616798,1.622834646,,,,90.5,1864.0,6.2,823044,660710,664034,695238,592518,593428,669392,701538,665487,54.29,,0.0,0.0,1.0,0.0,0.0,,8,4,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,240.0,-0.018,-0.161,77.0,8.5,,,0.161,,-1,-1,0.438,0.438,22,27,23,28,1,0,3.0,1.0,12.0,1.0,2.49,1.3,-1.3,38.8,20.809855918422144,-19.161130497636982,30.5346848424657,38.283027942556146,45.36355352277041
CH,2026-06-17,88.8,-0.73,5.85,"Rodriguez, Bradgley",676475,699134,,foul,,,,,4.0,,R,L,R,STL,SD,S,,,0,2,2026,-1.37,0.75,-0.6544149302710554,2.220241057093292,,,671056.0,1,1,Bot,,,,,,,3.106547110776915,-129.31108114124464,-4.248353494640481,-15.993550438798872,25.654121700669418,-23.057744740434497,3.215616798,1.622834646,201.0,79.9,61.0,89.2,1939.0,6.4,823044,660710,664034,695238,592518,593428,669392,701538,665487,54.13,,,,,,,,8,3,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,241.0,0.0,0.0,72.2,7.6,,,0.0,88.0,-1,-1,0.438,0.438,22,27,23,28,1,0,3.0,1.0,12.0,1.0,2.12,1.37,-1.37,38.0,12.135058481021725,11.048378792624607,37.66524289441273,37.210265472316195,28.756834590046076
SI,2026-06-17,96.6,-0.84,5.91,"Rodriguez, Bradgley",676475,699134,,foul,,,,,5.0,,R,L,R,STL,SD,S,,,0,1,2026,-1.11,0.68,0.0658550657617182,2.5829662946433367,,,671056.0,1,1,Bot,,,,,,,4.924287634310385,-140.70688207192822,-4.708034435673517,-15.909242209689044,29.072774059051017,-22.31009768857071,3.215616798,1.622834646,116.0,81.0,8.0,96.6,2322.0,6.1,823044,660710,664034,695238,592518,593428,669392,701538,665487,54.45,,,,,,,,8,2,Sinker,0,1,0,1,1,0,0,1,Infield shade,Standard,217.0,-0.008,-0.058,74.2,6.6,,,0.058,88.0,-1,-1,0.446,0.446,22,27,23,28,1,0,3.0,1.0,12.0,1.0,1.74,1.11,-1.11,36.4,-1.2330090343514155,18.356721033354233,41.618213635742734,28.860143506941597,20.011426275979012
CH,2026-06-17,88.4,-0.74,5.92,"Rodriguez, Bradgley",676475,699134,,foul,,,,,2.0,,R,L,R,STL,SD,S,,,0,0,2026,-1.21,0.83,0.1629342793019714,3.2193337897961314,,,671056.0,1,1,Bot,,,,,,,4.7353668764872365,-128.74430695609632,-2.100311218571012,-14.485049206083485,25.71631500565085,-22.73853791154316,3.215616798,1.622834646,140.0,77.1,12.0,88.6,1872.0,6.3,823044,660710,664034,695238,592518,593428,669392,701538,665487,54.2,,,,,,,,8,1,Changeup,0,1,0,1,1,0,0,1,Infield shade,Standard,235.0,-0.004,-0.037,77.6,7.3,,,0.037,88.0,-1,-1,0.45,0.45,22,27,23,28,1,0,3.0,1.0,12.0,1.0,2.08,1.21,-1.21,42.8,20.25991391805784,-0.1291058301471269,35.03856879656789,28.802369254470484,29.738348340399337
SI,2026-06-17,96.8,-0.54,5.9,"Rodriguez, Bradgley",671056,699134,single,hit_into_play,,,,,6.0,Iván Herrera singles on a ground ball to center fielder Jackson Merrill.,R,R,R,STL,SD,X,8.0,ground_ball,2,2,2026,-1.02,0.82,0.5479196517313722,2.1530545198139808,,,,1,1,Bot,128.5,79.73,,,,,5.210898171713685,-140.87871759552422,-6.174786220027747,-14.760295776486023,29.36191042785751,-20.04430844106438,3.173490814,1.601574803,153.0,102.7,7.0,96.9,2374.0,6.2,823044,660710,664034,695238,592518,593428,669392,701538,665487,54.33,0.637,0.591,0.9,1.0,1.0,0.0,4.0,7,6,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,214.0,0.029,0.447,,,,0.716,-0.447,102.7,-1,-1,0.421,0.421,22,26,23,26,1,0,3.0,1.0,12.0,1.0,1.59,1.02,1.02,39.7,,,,,
CH,2026-06-17,88.6,-0.71,5.83,"Rodriguez, Bradgley",671056,699134,,foul,,,,,14.0,,R,R,R,STL,SD,S,,,2,2,2026,-1.22,0.71,0.8433470441228621,1.918601993949547,,,,1,1,Bot,,,,,,,6.367356529090111,-128.81783281704284,-4.726585660771884,-14.948931888262337,28.10492849827385,-23.48056193008451,3.173490814,1.601574803,9.0,52.8,-12.0,88.6,1922.0,6.4,823044,660710,664034,695238,592518,593428,669392,701538,665487,54.05,,,,,,,,7,5,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,232.0,0.0,0.0,73.2,8.5,,,0.0,88.0,-1,-1,0.421,0.421,22,26,23,26,1,0,3.0,1.0,12.0,1.0,2.21,1.22,1.22,37.3,19.424978628335396,-20.900549571063635,31.43843857852112,42.51712571920503,46.79034203552486
FF,2026-06-17,96.6,-0.6,6.11,"Rodriguez, Bradgley",671056,699134,,ball,,,,,11.0,,R,R,R,STL,SD,B,,,1,2,2026,-0.3,1.27,-1.3125826597885868,5.364198309570434,,,,1,1,Bot,,,,,,,-1.160558308995121,-140.65647181818343,0.7578744257444765,-3.713485779166444,34.02365229244227,-15.7588386624485,3.173490814,1.601574803,,,,95.9,2418.0,6.0,823044,660710,664034,695238,592518,593428,669392,701538,665487,54.53,,,,,,,,7,4,4-Seam Fastball,0,1,0,1,1,0,0,1,Strategic,Standard,209.0,0.002,0.051,,,,,-0.051,,-1,-1,0.419,0.419,22,26,23,26,1,0,3.0,1.0,12.0,1.0,1.18,0.3,0.3,42.5,,,,,
CH,2026-06-17,88.3,-0.66,5.98,"Rodriguez, Bradgley",671056,699134,,foul,,,,,5.0,,R,R,R,STL,SD,S,,,1,1,2026,-1.01,0.62,-0.0954996015316022,2.4134487052112337,,,,1,1,Bot,,,,,,,3.4981405121954587,-128.7022925632318,-3.802747737172369,-11.9968194032599,22.831159818457337,-24.708782303678696,3.173490814,1.601574803,148.0,59.4,56.0,89.0,1835.0,6.3,823044,660710,664034,695238,592518,593428,669392,701538,665487,54.19,,,,,,,,7,3,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,233.0,-0.004,-0.07,47.3,6.3,,,0.07,88.0,-1,-1,0.423,0.423,22,26,23,26,1,0,3.0,1.0,12.0,1.0,2.26,1.01,1.01,45.7,-15.286882675671968,6.865565385848425,27.14060293653435,33.45609717182227,23.31217980580993
