Name,Team,W,L,SV,G,GS,IP,K/9,BB/9,HR/9,BABIP,LOB%,GB%,HR/FB,vFA (pi),ERA,xERA,FIP,xFIP,WAR,NameASCII,PlayerId,MLBAMID
"Walker Buehler","SDP",2,0,0,6,6,29.2,7.280899266494755,2.1235956193943033,2.1235956193943033,0.2631578947368421,0.91269841,0.475609756,0.205882352,94.03009033203125,3.6404496332473775,3.8347231771275587,5.354488984570187,4.015050407754625,0.0617436202999396,"Walker Buehler",19374,621111
"Michael Soroka","ARI",1,1,0,3,3,15.1,10.565217610342971,2.934782669539714,1.1739130678158858,0.2222222222222222,0.56338028,0.315789473,0.133333333,93.44444953070746,4.695652271263543,3.840287536756236,3.813453216498651,3.5927688102324513,0.23660084939409803,"Michael Soroka",18383,647336
"Griffin Jax","TBR",2,1,0,4,4,17.2,7.6415097089627,2.5471699029875667,0.5094339805975133,0.2653061224489796,0.68181818,0.46,0.055555555,95.42763188200176,3.566037864182593,3.8548527528358254,2.9828543460339403,3.783198167792312,0.49949023614337873,"Griffin Jax",20253,643377
"Kevin Gausman","CHC",3,1,0,6,6,34.1,10.747573213579981,1.834951524269753,2.097087456308289,0.29411764705882354,0.79861111,0.5,0.25,93.31980172114974,4.194174912616578,3.871149076630047,4.348489128128616,2.7246395927198725,0.36923790897876924,"Kevin Gausman",14107,592332
"Ian Seymour","TBR",0,3,0,5,5,25.1,12.43421068234457,1.77631581176351,3.1973684611743183,0.31666666666666665,0.8411215,0.373134328,0.264705882,91.59451609644397,5.32894743529053,3.8805354441858193,5.661851403158458,3.066982594943934,-0.03480869186875939,"Ian Seymour",27932,693855
"Framber Valdez","DET",2,4,0,6,6,35.1,6.113207602169897,3.3113207845086943,0.7641509502712371,0.25961538461538464,0.77889447,0.62745098,0.157894736,94.62550093487995,2.801886817661203,3.904052434773711,4.030024169831567,3.73701903066844,0.4457642410540779,"Framber Valdez",17295,664285
"Brandon Young","BAL",0,2,0,6,6,34,8.205882813278805,4.235294355240674,1.8529412804177947,0.27586206896551724,0.86734694,0.40860215,0.189189189,94.52548485471492,3.970588458038131,3.938884442188431,5.537238504812387,4.501549001170585,-0.04493576618919293,"Brandon Young",27819,687064
"Quinn Mathews","STL",2,2,0,6,6,35.1,7.386792718663943,3.05660388358508,0.76415097089627,0.3076923076923077,0.75342466,0.39047619,0.081081081,93.26129094395068,3.82075485448135,3.9484699225070283,3.6620996534972914,4.137190958847561,0.6181563321802126,"Quinn Mathews",33851,687273
"David Peterson","CHC",2,1,0,6,6,31,10.45161322475597,4.645161433224876,1.161290358306219,0.3125,0.81683168,0.554216867,0.235294117,93.04183248648967,3.7741936644952117,3.968352893157726,4.096061928041521,3.2454703591341656,0.38267332285901484,"David Peterson",20302,656849
"Carlos Rodón","NYY",3,1,0,6,6,34,9.26470614222095,2.647058897777414,0.7941176693332243,0.175,0.79831933,0.31707317,0.081081081,94.24270663917287,1.85294122844419,3.9848271793066363,3.1548854283395524,3.648607761352788,0.8352253396538901,"Carlos Rodon",16137,607074
"Kade Anderson","SEA",2,2,0,6,6,32.1,7.793814739495296,2.2268042112843704,1.1134021056421852,0.2967032967032967,0.71856287,0.382978723,0.111111111,93.43380646658416,4.175257896158195,3.998460416315253,3.714618622634602,3.7850974094611303,0.5274307222487333,"Kade Anderson",37238,807739
"Tanner Bibee","CLE",2,2,0,6,6,31.2,7.1052635145319645,3.1263159463940644,1.1368421623251144,0.33663366336633666,0.65315315,0.317307692,0.076923076,93.47310815268006,5.9684213522068505,4.003110443304613,4.296061957509897,5.12983246332824,0.4015126105619028,"Tanner Bibee",30134,676440
"Emerson Hancock","SEA",0,1,0,2,2,10.2,5.9062503520399545,0,3.375000201165688,0.32432432432432434,0.80645161,0.560975609,0.25,95.24838385783451,6.750000402331376,4.0035898323621755,7.221062143147007,4.607679238117775,-0.18344291563637916,"Emerson Hancock",27470,676106
"Matthew Boyd","CHC",1,3,0,6,6,34.2,6.490384734417562,2.855769283143727,0.519230778753405,0.27722772277227725,0.60209424,0.425742574,0.058823529,92.89202367479557,4.15384623002724,4.005667269323859,3.355677286654535,4.084427040888532,0.8021915564551951,"Matthew Boyd",15440,571510
"Taj Bradley","MIN",3,1,0,6,6,37.2,11.230088685130038,3.3451327998259686,0.9557522285217054,0.24096385542168675,0.77844311,0.38372093,0.125,97.62881886387223,3.1061947426955423,4.016477374643598,3.1757079163213078,3.0760929062097433,0.8532054846086724,"Taj Bradley",22543,671737
"Jake Bennett","BOS",2,1,0,5,5,29,9.0000002959679,0.9310345133759897,1.8620690267519795,0.325,0.71428571,0.329411764,0.157894736,92.31945454482491,4.655172566879949,4.040648455384554,4.096061930163154,3.3820723785946445,0.434287661751332,"Jake Bennett",31959,687562
"Ranger Suarez","BOS",3,1,0,5,5,30,6.600000209808356,3.6000001144409217,0.600000019073487,0.27586206896551724,0.83769634,0.459770114,0.0625,91.32246607730264,2.700000085830691,4.106567843513608,3.9960619258880627,4.737656438878204,0.43143823163623984,"Ranger Suarez",17277,624133
"Matt Wilkinson","SFG",0,3,0,4,4,17.2,7.132075728365186,2.0377359223900533,2.0377359223900533,0.2641509433962264,0.54878049,0.267857142,0.129032258,90.34686087362421,5.0943398059751335,4.126657317352517,5.133797819667885,4.836067045668571,0.11060749119834756,"Matt Wilkinson",33760,683363
"Landen Roupp","SFG",2,2,0,5,5,25.2,5.259740390028035,5.259740390028035,0.3506493593352023,0.21794871794871795,0.79113924,0.448717948,0.033333333,93.01319667271206,2.454545515346416,4.134563635627119,4.186971015209573,5.44277669624452,0.260148733819353,"Landen Roupp",30076,694738
"Dylan Cease","TOR",4,1,0,6,6,31.1,10.914894059968262,5.457447029984131,0.5744681084193821,0.2602739726027397,0.75268817,0.36,0.068965517,95.29808748685397,2.2978724336775285,4.1551077934996465,3.3194661616631476,3.8851449137997838,0.7327449224661889,"Dylan Cease",18525,656302
"Randy Vásquez","SDP",2,0,0,3,3,16.2,4.320000164794928,1.620000061798098,0,0.16326530612244897,0.66666667,0.489795918,0,95.49184782608695,2.160000082397464,4.164491239649788,2.8560618881225586,4.393961677292339,0.5133318430581194,"Randy Vasquez",24719,681190
"Cristian Javier","HOU",1,1,0,5,5,22.1,10.074627009073328,4.432835883992265,1.2089552410887994,0.21568627450980393,0.86538462,0.24074074,0.09090909,93.27629070040545,2.820895562540532,4.168870866165883,4.081136538165002,4.562729657689746,0.26502406058278627,"Cristian Javier",17606,664299
"Kyle Leahy","STL",0,1,0,5,5,15.2,10.340425951548879,3.4468086505162927,1.7234043252581464,0.36363636363636365,0.57692308,0.382978723,0.1875,94.98307661576705,6.893617301032585,4.174893929126319,4.436487483589724,3.48695025407054,0.1077080764411433,"Kyle Leahy",24763,681517
"Jack Perkins","ATH",0,3,0,5,5,25.2,9.467532702050462,3.506493593352023,1.051948078005607,0.31343283582089554,0.77922078,0.457142857,0.125,95.15666921515214,3.1558442340168207,4.182539044505685,3.7973606159482367,3.687719418888774,0.4958337004179396,"Jack Perkins",31468,678022
