pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,season
FS,2025-09-27,82.4,2.52,5.97,"Matsui, Yuki",694374,673513,grounded_into_double_play,hit_into_play,,,,,9.0,"Tim Tawa grounds into a double play, third baseman Jose Iglesias to second baseman Jake Cronenworth to first baseman Ryan O'Hearn. Adrian Del Castillo out at 2nd. Tim Tawa out at 1st.",R,R,L,SD,AZ,X,5.0,ground_ball,1,2,2025,0.94,0.06,0.5993862756592144,2.084606273873045,,,680728.0,1,5,Top,100.85,163.69,,,,,-6.12365825946045,-119.77442461495578,-2.2621641767239167,10.293276957238255,27.937576786423698,-31.31887435438678,3.3,1.55,5.0,94.7,-25.0,81.1,1146.0,5.9,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.59,0.074,0.072,0.0,1.0,0.0,0.0,2.0,41,5,Split-Finger,5,1,1,5,1,5,1,5,Standard,Standard,114.0,0.03,-0.241,73.0,7.3,,0.075,0.241,94.7,4,-4,0.901,0.099,29,26,30,26,2,1,4.0,1.0,,1.0,3.36,0.94,-0.94,49.8,13.738002999330986,3.9538191300174472,31.886011792865244,42.5953903445226,30.951792557278843,2025
FF,2025-09-27,91.6,2.31,6.06,"Matsui, Yuki",694374,673513,,foul,,,,,2.0,,R,R,L,SD,AZ,S,,,1,2,2025,0.75,1.76,-0.0713211234151591,2.805796717398118,,,680728.0,1,5,Top,,,,,,,-7.541636779674913,-132.96811133708374,-5.987361011612044,10.62884839465664,32.27028064694962,-10.19641001963078,3.3,1.55,195.0,70.7,52.0,90.0,2483.0,5.7,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.75,,,,,,,,41,4,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,154.0,0.0,0.0,68.5,6.2,,,0.0,88.0,4,-4,0.901,0.099,29,26,30,26,2,1,4.0,1.0,,1.0,1.0,0.75,-0.75,48.4,2.818216971478941,12.633266303388588,34.1252946932657,33.848264488006194,22.73662796372126,2025
FF,2025-09-27,91.1,2.42,5.98,"Matsui, Yuki",694374,673513,,called_strike,,,,,9.0,,R,R,L,SD,AZ,S,,,1,1,2025,0.57,1.97,0.5672475729970786,1.6703090044888864,,,680728.0,1,5,Top,,,,,,,-5.8162702049142725,-132.15917273593857,-8.933856176144543,8.002182998260349,32.212019082522126,-7.413614425657255,3.3029793060698,1.5531551574852,,,,89.6,2508.0,5.9,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.65,,,,,,,,41,3,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,158.0,0.006,-0.056,,,,,0.056,,4,-4,0.895,0.105,29,26,30,26,2,1,4.0,1.0,,1.0,0.83,0.57,-0.57,51.2,,,,,,2025
FS,2025-09-27,82.4,2.4,5.96,"Matsui, Yuki",694374,673513,,ball,,,,,14.0,,R,R,L,SD,AZ,B,,,0,1,2025,1.05,0.21,0.7376823957143102,1.24694094817649,,,680728.0,1,5,Top,,,,,,,-5.775934814084078,-119.85151425181846,-4.599376642480233,11.255148631213666,22.60377971159823,-29.43031930108261,3.3029793060698,1.5531551574852,,,,82.1,1244.0,6.0,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.47,,,,,,,,41,2,Split-Finger,5,1,1,5,1,5,1,5,Standard,Standard,116.0,-0.002,0.019,,,,,-0.019,,4,-4,0.897,0.103,29,26,30,26,2,1,4.0,1.0,,1.0,3.14,1.05,-1.05,50.3,,,,,,2025
FS,2025-09-27,83.3,2.3,5.96,"Matsui, Yuki",694374,673513,,swinging_strike,,,,,14.0,,R,R,L,SD,AZ,S,,,0,0,2025,1.1,0.0,0.7057978863594851,1.1558167000378838,,,680728.0,1,5,Top,,,,,,,-5.756175889919116,-121.03001587557488,-4.446861150266121,11.96844897685551,26.034935377612335,-31.478791676458243,3.3,1.55,,,,82.1,1151.0,5.8,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.67,,,,,,,,41,1,Split-Finger,5,1,1,5,1,5,1,5,Standard,Standard,118.0,0.003,-0.04,73.7,8.3,8.188195728,,0.04,,4,-4,0.894,0.106,29,26,30,26,2,1,4.0,1.0,,1.0,3.33,1.1,-1.1,49.1,21.85391837379504,-23.757682760557312,33.79585299581849,44.68263434738661,47.581656146938045,2025
FF,2025-09-27,91.5,2.18,6.05,"Matsui, Yuki",680728,673513,walk,ball,,,,,14.0,Adrian Del Castillo walks.,R,L,L,SD,AZ,B,,,3,2,2025,0.44,1.73,0.3010679718375969,1.5473870335821798,,,,1,5,Top,,,,,,,-5.622993357942766,-132.74790620218425,-9.007598217821329,6.574238438716686,32.413169633916226,-9.90099992746732,3.43296419669426,1.69454631021414,,,,89.9,2464.0,5.8,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.71,,0.691497,0.7,1.0,0.0,0.0,,40,6,4-Seam Fastball,5,1,1,5,1,5,1,5,Infield shade,Standard,153.0,-0.017,0.339,,,,,-0.339,,4,-4,0.911,0.089,29,25,30,26,1,2,4.0,1.0,,,1.04,0.44,0.44,51.0,,,,,,2025
SL,2025-09-27,84.5,2.19,6.05,"Matsui, Yuki",680728,673513,,ball,,,,,13.0,,R,L,L,SD,AZ,B,,,2,2,2025,-0.58,0.06,-0.5995246616935117,0.9439863438618432,,,,1,5,Top,,,,,,,-5.283688592414922,-123.04365473441818,-5.668709539995897,-5.0134656547767,22.46296332177112,-30.73396407134171,3.43296419669426,1.69454631021414,,,,84.0,2847.0,5.8,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.74,,,,,,,,40,5,Slider,5,1,1,5,1,5,1,5,Infield shade,Standard,281.0,-0.005,0.104,,,,,-0.104,,4,-4,0.916,0.084,29,25,30,26,1,2,4.0,1.0,,,3.11,-0.58,-0.58,52.9,,,,,,2025
FF,2025-09-27,91.8,2.12,6.05,"Matsui, Yuki",680728,673513,,swinging_strike,,,,,3.0,,R,L,L,SD,AZ,S,,,2,1,2025,0.46,1.86,0.4682724331746653,2.9273629765907345,,,,1,5,Top,,,,,,,-5.1014726070398035,-133.38083057822274,-5.920152060384329,6.634612066358539,31.60209259625488,-8.954270418679602,3.43,1.6,,,,90.1,2419.0,5.6,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.94,,,,,,,,40,4,4-Seam Fastball,5,1,1,5,1,5,1,5,Infield shade,Standard,160.0,0.004,-0.07,73.7,6.2,0.551464452,,0.07,,4,-4,0.912,0.088,29,25,30,26,1,2,4.0,1.0,,,0.88,0.46,0.46,51.1,3.9834547104711286,8.940669278701462,33.04264128876137,32.520466676934454,29.885946668985344,2025
SI,2025-09-27,91.4,2.25,6.01,"Matsui, Yuki",680728,673513,,ball,,,,,12.0,,R,L,L,SD,AZ,B,,,1,1,2025,1.16,1.45,1.829844401804231,3.1570676085041365,,,,1,5,Top,,,,,,,-3.517845509789969,-133.03822521871248,-4.351130662202396,14.500783335632866,31.26781775745873,-14.298844530085058,3.52446870798331,1.60314853680137,,,,90.0,2298.0,5.6,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.86,,,,,,,,40,3,Sinker,5,1,1,5,1,5,1,5,Infield shade,Standard,155.0,-0.003,0.055,,,,,-0.055,,4,-4,0.915,0.085,29,25,30,26,1,2,4.0,1.0,,,1.3,1.16,1.16,46.7,,,,,,2025
SI,2025-09-27,91.2,2.28,6.02,"Matsui, Yuki",680728,673513,,ball,,,,,12.0,,R,L,L,SD,AZ,B,,,0,1,2025,1.3,1.05,1.8841880647360032,3.1423435748052184,,,,1,5,Top,,,,,,,-3.7547370415256864,-132.7597595032561,-3.5592658876919647,16.206537525630544,30.04636697914883,-19.20022677444447,3.43296419669426,1.69454631021414,,,,90.1,2160.0,5.7,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.79,,,,,,,,40,2,Sinker,5,1,1,5,1,5,1,5,Infield shade,Standard,151.0,-0.001,0.029,,,,,-0.029,,4,-4,0.916,0.084,29,25,30,26,1,2,4.0,1.0,,,1.7,1.3,1.3,45.4,,,,,,2025
FF,2025-09-27,92.6,2.07,6.06,"Matsui, Yuki",680728,673513,,called_strike,,,,,3.0,,R,L,L,SD,AZ,S,,,0,0,2025,0.4,1.64,0.5556394957271071,3.3725637702603937,,,,1,5,Top,,,,,,,-4.674813794141436,-134.64592018153698,-4.5335499144802265,5.92386832298207,31.894128849771626,-11.525010102111803,3.52446870798331,1.69454631021414,,,,91.2,2533.0,5.7,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.81,,,,,,,,40,1,4-Seam Fastball,5,1,1,5,1,5,1,5,Infield shade,Standard,152.0,0.002,-0.039,,,,,0.039,,4,-4,0.914,0.086,29,25,30,26,1,2,4.0,1.0,,,1.04,0.4,0.4,51.1,,,,,,2025
FF,2025-09-27,91.3,2.25,6.03,"Matsui, Yuki",672515,673513,field_out,hit_into_play,,,,,5.0,Gabriel Moreno flies out to right fielder Bryce Johnson.,R,R,L,SD,AZ,X,9.0,fly_ball,2,0,2025,0.44,1.73,0.0075847900611916,2.5234553748438397,,,,0,5,Top,181.34,127.63,,,,,-6.522856028061351,-132.6271813904575,-6.543157005291889,6.705469661433055,30.00507864494038,-10.520941004869435,3.3,1.48,225.0,86.1,57.0,90.1,2495.0,5.8,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.75,0.015,0.014,0.0,1.0,0.0,0.0,3.0,39,3,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,159.0,0.027,-0.378,78.8,7.0,,0.015,0.378,88.0,4,-4,0.887,0.113,29,25,30,25,1,2,4.0,1.0,,1.0,1.02,0.44,-0.44,51.5,10.006835648262143,1.4959190587490037,34.70595572582594,34.848424598431166,36.24247387905361,2025
FF,2025-09-27,92.0,2.14,6.06,"Matsui, Yuki",672515,673513,,ball,,,,,12.0,,R,R,L,SD,AZ,B,,,1,0,2025,0.65,1.58,1.6448696774670155,2.4741104968184984,,,,0,5,Top,,,,,,,-2.630323267404834,-133.6995848451433,-6.511743884364492,8.408630839233748,33.40447914671748,-12.10207139209936,3.3029793060698,1.48316521181594,,,,90.3,2393.0,5.7,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.8,,,,,,,,39,2,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,157.0,-0.006,0.077,,,,,-0.077,,4,-4,0.893,0.107,29,25,30,25,1,2,4.0,1.0,,1.0,1.16,0.65,-0.65,50.7,,,,,,2025
FF,2025-09-27,92.1,2.27,6.13,"Matsui, Yuki",672515,673513,,ball,,,,,12.0,,R,R,L,SD,AZ,B,,,0,0,2025,0.52,1.7,0.9848502432487,3.043031107165934,,,,0,5,Top,,,,,,,-4.327386439351781,-133.84760648193216,-5.521236112906757,7.284653999005537,32.65611559853238,-10.873175202892314,3.21149437975356,1.48316521181594,,,,90.3,2406.0,5.6,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.94,,,,,,,,39,1,4-Seam Fastball,5,1,1,5,1,5,1,5,Standard,Standard,154.0,-0.003,0.041,,,,,-0.041,,4,-4,0.896,0.104,29,25,30,25,1,2,4.0,1.0,,1.0,1.03,0.52,-0.52,49.9,,,,,,2025
FS,2025-09-27,82.7,2.2,6.06,"Matsui, Yuki",672695,673513,home_run,hit_into_play,,,,,8.0,Geraldo Perdomo homers (20) on a fly ball to left field.,R,R,L,SD,AZ,X,,fly_ball,1,1,2025,0.62,0.81,-0.2576687361853946,1.6191655148576911,,,,0,5,Top,25.75,67.69,,,,,-6.727143093673095,-120.1326740524252,-5.056727724859562,7.440959131934685,25.962460606341946,-23.551072659337745,3.55,1.65,406.0,102.9,27.0,81.2,1110.0,5.7,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.84,0.641,1.2267454545454546,2.0,1.0,0.0,3.0,6.0,38,3,Split-Finger,5,0,0,5,1,5,1,5,Standard,Standard,122.0,-0.041,1.123,73.7,7.5,,2.396,-1.123,102.9,5,-5,0.937,0.063,29,25,30,26,1,2,4.0,1.0,,1.0,2.57,0.62,-0.62,50.1,10.461723017828897,-17.79052753553052,35.39790508394851,33.16593148406142,48.483497262448466,2025
FF,2025-09-27,91.2,2.24,6.09,"Matsui, Yuki",672695,673513,,called_strike,,,,,9.0,,R,R,L,SD,AZ,S,,,1,0,2025,0.56,1.66,0.6778110920661216,1.8047769435820715,,,,0,5,Top,,,,,,,-5.054772764690962,-132.46061833971035,-8.328098391353166,7.657763043526637,29.282402919064427,-11.025060854538095,3.64446553225545,1.65314216521982,,,,90.0,2434.0,5.7,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.77,,,,,,,,38,2,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,158.0,0.003,-0.05,,,,,0.05,,5,-5,0.934,0.066,29,25,30,26,1,2,4.0,1.0,,1.0,1.1,0.56,-0.56,51.6,,,,,,2025
FF,2025-09-27,91.5,2.21,6.1,"Matsui, Yuki",672695,673513,,ball,,,,,12.0,,R,R,L,SD,AZ,B,,,0,0,2025,0.6,1.56,0.1344408184127075,3.80408890393022,,,,0,5,Top,,,,,,,-6.452023978981531,-133.03280788782772,-3.209655338945076,8.551666675185277,29.756561963178655,-13.245096193316542,3.60822736270899,1.66578378078682,,,,90.2,2333.0,5.6,776152,666023,656811,630105,578428,593428,657757,701538,669369,54.88,,,,,,,,38,1,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,152.0,-0.002,0.041,,,,,-0.041,,5,-5,0.936,0.064,29,25,30,26,1,2,4.0,1.0,,1.0,1.18,0.6,-0.6,48.3,,,,,,2025
FS,2025-09-27,84.6,2.38,5.97,"Matsui, Yuki",663731,673513,strikeout,swinging_strike,,,,,14.0,Connor Kaiser strikes out swinging.,R,R,L,SD,AZ,S,2.0,,1,2,2025,0.87,-0.12,0.1481278438236576,0.772269121986799,664983.0,,,2,4,Top,,,,,,,-6.881568989268514,-122.94530260910496,-5.439301664832197,10.271319079986364,25.95887551303123,-32.4406098831783,3.49,1.601,,,,83.7,1169.0,5.9,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.6,,0.0,0.0,1.0,0.0,0.0,,33,4,Split-Finger,5,0,0,5,0,5,0,5,Standard,Standard,124.0,0.011,-0.192,72.1,8.6,7.626493332,,0.192,,5,-5,0.935,0.065,29,28,30,29,1,1,4.0,18.0,,,3.33,0.87,-0.87,50.9,24.440446170770457,-23.497662599224395,38.64495129622214,40.95915858982629,48.33344988773743,2025
FF,2025-09-27,92.5,2.18,6.02,"Matsui, Yuki",663731,673513,,swinging_strike,,,,,2.0,,R,R,L,SD,AZ,S,,,1,1,2025,0.51,1.68,-0.1326048148453387,3.0644320876228353,664983.0,,,2,4,Top,,,,,,,-6.917300010185919,-134.4640798929011,-5.278382966945262,7.739951013303838,31.751687326547813,-10.867053896911091,3.49,1.601,,,,91.1,2406.0,5.7,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.82,,,,,,,,33,3,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,153.0,0.004,-0.065,75.5,7.4,0.509605488,,0.065,,5,-5,0.931,0.069,29,28,30,29,1,1,4.0,18.0,,,1.01,0.51,-0.51,52.0,9.159383282881208,-5.171435926975663,29.1183145058099,36.62645127931063,30.43343556334969,2025
FF,2025-09-27,92.8,2.22,6.0,"Matsui, Yuki",663731,673513,,swinging_strike,,,,,8.0,,R,R,L,SD,AZ,S,,,1,0,2025,0.74,1.58,0.228915113884118,2.0371049271023183,664983.0,,,2,4,Top,,,,,,,-6.652357317238008,-134.77793454072926,-7.66198597922317,10.58125139902275,31.580302596486135,-11.4163196951455,3.49,1.601,,,,91.6,2542.0,5.8,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.65,,,,,,,,33,2,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,153.0,0.002,-0.042,71.1,7.7,0.843004392,,0.042,,5,-5,0.929,0.071,29,28,30,29,1,1,4.0,18.0,,,1.09,0.74,-0.74,48.4,2.2838498279848105,3.862049677709913,38.76429051491428,42.00103548184335,21.627217522591355,2025
FF,2025-09-27,92.0,2.3,6.02,"Matsui, Yuki",663731,673513,,ball,,,,,11.0,,R,R,L,SD,AZ,B,,,0,0,2025,0.62,1.58,-0.133104897130215,4.185135416361362,664983.0,,,2,4,Top,,,,,,,-7.422464949607268,-133.70376972260573,-2.150987930150163,9.157042197902838,32.225103582662506,-13.035369336397736,3.69090633847961,1.70150037594009,,,,90.5,2403.0,5.7,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.76,,,,,,,,33,1,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,156.0,-0.001,0.028,,,,,-0.028,,5,-5,0.93,0.07,29,28,30,29,1,1,4.0,18.0,,,1.14,0.62,-0.62,48.7,,,,,,2025
FF,2025-09-27,91.7,2.34,5.95,"Matsui, Yuki",678489,673513,field_out,hit_into_play,,,,,6.0,Jorge Barrosa lines out sharply to shortstop Xander Bogaerts.,R,R,L,SD,AZ,X,6.0,line_drive,2,0,2025,0.5,1.53,0.3353962676800238,2.440601842381706,664983.0,,,1,4,Top,99.42,140.71,,,,,-6.066009101689106,-133.2810960700167,-6.23354232694321,7.249480126588419,30.05579267737945,-12.751514208038676,3.21,1.43,164.0,100.1,11.0,90.6,2399.0,5.8,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.68,0.911,0.875,0.0,1.0,0.0,0.0,4.0,32,3,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,152.0,0.033,-0.187,71.0,7.9,,1.083,0.187,100.1,5,-5,0.897,0.103,29,24,30,24,1,1,4.0,1.0,,1.0,1.19,0.5,-0.5,53.2,15.32151823200354,-2.252381652288393,29.826971681318852,41.966560867046624,27.657567810175316,2025
FS,2025-09-27,83.6,2.15,6.02,"Matsui, Yuki",678489,673513,,blocked_ball,,,,,13.0,,R,R,L,SD,AZ,B,,,1,0,2025,0.82,0.28,-0.4869055812686658,0.3956767422837206,664983.0,,,1,4,Top,,,,,,,-7.60979587873261,-121.25382722811771,-6.9325172709695995,9.69390171539658,26.094904895258512,-28.095011343095784,3.1070387300775,1.43000076992734,,,,82.4,1172.0,5.9,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.63,,,,,,,,32,2,Split-Finger,5,0,0,5,0,5,0,5,Standard,Standard,126.0,-0.003,0.037,,,,,-0.037,,5,-5,0.9,0.1,29,24,30,24,1,1,4.0,1.0,,1.0,3.03,0.82,-0.82,53.9,,,,,,2025
ST,2025-09-27,80.9,2.09,6.06,"Matsui, Yuki",678489,673513,,blocked_ball,,,,,13.0,,R,R,L,SD,AZ,B,,,0,0,2025,-1.05,-0.07,-0.2603737880931578,0.440772039185517,664983.0,,,1,4,Top,,,,,,,-3.2053277877227933,-117.66812041191405,-5.618134523653405,-8.982160848119456,24.6337870159895,-31.888167380603942,3.00387926801539,1.42999940664676,,,,79.5,2929.0,5.6,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.89,,,,,,,,32,1,Sweeper,5,0,0,5,0,5,0,5,Standard,Standard,322.0,-0.002,0.026,,,,,-0.026,,5,-5,0.902,0.098,29,24,30,24,1,1,4.0,1.0,,1.0,3.59,-1.05,1.05,51.1,,,,,,2025
FF,2025-09-27,92.7,2.05,6.15,"Matsui, Yuki",664983,673513,triple,hit_into_play,,,,,14.0,Jake McCarthy triples (5) on a ground ball to right fielder Fernando Tatis Jr.,R,L,L,SD,AZ,X,9.0,ground_ball,0,1,2025,0.58,1.56,1.097583717337839,2.2618085369127745,,,,1,4,Top,216.36,115.52,,,,,-3.644437043538813,-134.75433783115636,-7.409045357013275,7.865647202437005,31.584072292680045,-11.74953872420746,3.47,1.68,121.0,100.2,7.0,91.4,2500.0,5.7,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.78,0.613,0.574,1.6,1.0,1.0,2.0,4.0,31,2,4-Seam Fastball,5,0,0,5,0,5,0,5,Infield shade,Standard,158.0,-0.033,1.113,71.1,7.2,,0.703,-1.113,100.2,5,-5,0.935,0.065,29,27,30,28,1,1,4.0,1.0,,1.0,1.11,0.58,0.58,51.7,12.617634738563488,-19.842037573904303,38.40358088397788,27.49032050774963,31.737983848350652,2025
FF,2025-09-27,92.0,1.91,6.12,"Matsui, Yuki",664983,673513,,foul,,,,,14.0,,R,L,L,SD,AZ,S,,,0,0,2025,0.55,1.79,0.1795851236018378,1.468897433501621,,,,1,4,Top,,,,,,,-5.4988212162978485,-133.39477712843137,-9.58684792344291,7.807764793936043,33.10661407864022,-8.93343879083606,3.47,1.68,156.0,60.0,51.0,90.2,2526.0,5.7,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.78,,,,,,,,31,1,4-Seam Fastball,5,0,0,5,0,5,0,5,Infield shade,Standard,156.0,0.001,-0.039,71.5,7.1,,,0.039,88.0,5,-5,0.934,0.066,29,27,30,28,1,1,4.0,1.0,,1.0,0.96,0.55,0.55,51.1,1.9957635683050312,-3.0627670166709904,41.06657196276657,39.34121607293763,27.992133587782348,2025
FF,2025-09-27,92.6,2.0,6.06,"Matsui, Yuki",545121,673513,single,hit_into_play,,,,,8.0,"Ildemaro Vargas singles on a pop up to first baseman Ryan O'Hearn. Ildemaro Vargas out at 2nd, first baseman Ryan O'Hearn to shortstop Xander Bogaerts.",R,R,L,SD,AZ,X,3.0,popup,1,2,2025,0.69,1.78,-0.0605682677394778,1.9651328675135316,,,,0,4,Top,174.01,146.69,,,,,-6.676124958638291,-134.45537175982165,-8.364676925730894,9.84466713314484,31.224735142757357,-8.919310751140937,3.37,1.6,179.0,63.2,49.0,91.1,2520.0,5.7,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.81,0.122,0.109,0.9,1.0,1.0,0.0,3.0,30,5,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,156.0,0.009,0.508,69.9,7.5,,0.135,-0.508,88.0,5,-5,0.925,0.075,29,33,30,34,1,1,4.0,1.0,,1.0,0.9,0.69,-0.69,52.1,-5.063900557365121,-1.7359563442305612,36.896452855222016,34.41320315516288,24.816239140546685,2025
FS,2025-09-27,83.8,2.32,6.0,"Matsui, Yuki",545121,673513,,foul,,,,,7.0,,R,R,L,SD,AZ,S,,,1,2,2025,0.48,0.59,-0.3659087654948002,1.6595298529794411,,,,0,4,Top,,,,,,,-7.058873635051205,-121.76513434572767,-4.702187819033998,6.206429780821827,24.796563279253032,-25.527112381866836,3.37,1.6,3.0,89.5,-25.0,82.7,1330.0,5.7,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.78,,,,,,,,30,4,Split-Finger,5,0,0,5,0,5,0,5,Standard,Standard,124.0,0.0,0.0,66.4,7.9,,,0.0,89.5,5,-5,0.925,0.075,29,33,30,34,1,1,4.0,1.0,,1.0,2.67,0.48,-0.48,53.3,11.065410223803386,-21.898190217415134,31.0952335970996,29.663183885375105,41.71453040458621,2025
FF,2025-09-27,92.1,2.04,6.04,"Matsui, Yuki",545121,673513,,ball,,,,,14.0,,R,R,L,SD,AZ,B,,,0,2,2025,0.7,1.64,0.4830822348322504,1.4189357503270343,,,,0,4,Top,,,,,,,-5.395426633009091,-133.70541045689254,-9.300795079798904,9.529789711605224,29.90378090379445,-10.667553344786247,3.52397375735152,1.62567277952457,,,,90.8,2498.0,5.7,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.77,,,,,,,,30,3,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,161.0,-0.001,0.024,,,,,-0.024,,5,-5,0.926,0.074,29,33,30,34,1,1,4.0,1.0,,1.0,1.07,0.7,-0.7,51.6,,,,,,2025
ST,2025-09-27,81.2,2.16,6.01,"Matsui, Yuki",545121,673513,,called_strike,,,,,9.0,,R,R,L,SD,AZ,S,,,0,1,2025,-1.02,0.07,0.7781394577900688,2.096531544312793,,,,0,4,Top,,,,,,,-1.124507375001886,-118.2303436981451,-2.2075019391770274,-9.290344302626798,24.31666491839079,-31.31408078468727,3.47265882421403,1.62567655358752,,,,79.8,2887.0,5.5,776152,553869,656811,630105,578428,593428,657757,701538,665487,55.01,,,,,,,,30,2,Sweeper,5,0,0,5,0,5,0,5,Standard,Standard,307.0,0.003,-0.055,,,,,0.055,,5,-5,0.923,0.077,29,33,30,34,1,1,4.0,1.0,,1.0,3.41,-1.02,1.02,44.7,,,,,,2025
FF,2025-09-27,91.5,2.12,6.05,"Matsui, Yuki",545121,673513,,called_strike,,,,,5.0,,R,R,L,SD,AZ,S,,,0,0,2025,0.39,1.65,0.1234063030317044,2.9135762692835545,,,,0,4,Top,,,,,,,-5.794928296183633,-132.98980968844037,-5.504776223623565,5.89295788220979,29.95913828547104,-11.5742067498493,3.49830438249441,1.62567069801213,,,,90.1,2473.0,5.6,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.88,,,,,,,,30,1,4-Seam Fastball,5,0,0,5,0,5,0,5,Standard,Standard,159.0,0.002,-0.039,,,,,0.039,,5,-5,0.921,0.079,29,33,30,34,1,1,4.0,1.0,,1.0,1.09,0.39,-0.39,51.3,,,,,,2025
SL,2025-09-27,86.6,1.98,5.98,"Matsui, Yuki",677950,673513,field_out,hit_into_play,,,,,8.0,"Alek Thomas grounds out, second baseman Jake Cronenworth to first baseman Ryan O'Hearn.",R,L,L,SD,AZ,X,4.0,ground_ball,0,0,2025,-0.29,0.5,-0.2743425491029835,1.911567646778498,672515.0,680728.0,694374.0,2,3,Top,162.35,152.53,,,,,-4.746870676214813,-126.09110823493532,-4.532184716062627,-2.2030089900907077,23.990862654059853,-26.09690249111517,3.24,1.43,9.0,89.1,-12.0,85.9,2739.0,5.7,776152,553869,656811,630105,578428,593428,657757,701538,665487,54.85,0.148,0.138,0.0,1.0,0.0,0.0,2.0,26,1,Slider,5,0,0,5,0,5,0,5,Infield shade,Standard,192.0,0.045,-0.255,73.3,7.4,,0.151,0.255,89.1,5,-5,0.887,0.113,29,25,30,25,1,1,4.0,1.0,,1.0,2.52,-0.29,-0.29,48.8,9.937541261501847,-8.235118458143926,29.68920135107219,36.88304152488214,39.2391742951218,2025
