games,first,last,PA,AB,H,2B,3B,HR,BB,K,HBP,AVG,OBP,SLG,K%,BB%
5,2026-09-15,2026-09-23,20,18,5,2,0,1,2,7,0,.278,.350,.556,35.0%,10.0%
