game_pk,game_date,level,game_type,inning,half,at_bat_index,pitch_number,balls,strikes,pitcher_id,pitcher_name,p_throws,stand,pitch_type,pitch_name,call,description,is_in_play,is_strike,is_ball,start_speed,end_speed,zone,px,pz,sz_top,sz_bot,spin_rate,extension,launch_speed,launch_angle,hit_distance,trajectory,hardness,pa_result,pa_event_type
851002,2026-09-15,Double-A,L,2,bottom,16,1,1,0,703445,Adam Serwinowski,L,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,2,bottom,16,2,1,1,703445,Adam Serwinowski,L,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,2,bottom,16,3,1,2,703445,Adam Serwinowski,L,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,2,bottom,16,4,1,3,703445,Adam Serwinowski,L,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
851002,2026-09-15,Double-A,L,4,bottom,34,1,0,0,703445,Adam Serwinowski,L,L,,,E,"In play, run(s)",True,False,False,,,,,,3.21,1.62,,,,,,fly_ball,medium,Home Run,home_run
851002,2026-09-15,Double-A,L,6,bottom,49,1,0,1,806293,Payton Martin,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,6,bottom,49,2,0,2,806293,Payton Martin,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,6,bottom,49,3,0,2,806293,Payton Martin,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,6,bottom,49,4,0,2,806293,Payton Martin,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,6,bottom,49,5,0,3,806293,Payton Martin,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
851002,2026-09-15,Double-A,L,8,bottom,68,1,1,0,695771,Jacob Kmatz,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,8,bottom,68,2,1,1,695771,Jacob Kmatz,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,8,bottom,68,3,2,1,695771,Jacob Kmatz,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,8,bottom,68,4,2,2,695771,Jacob Kmatz,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
851002,2026-09-15,Double-A,L,8,bottom,68,5,2,3,695771,Jacob Kmatz,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
850998,2026-09-17,Double-A,L,2,top,12,1,0,1,800537,Christian Zazueta,R,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850998,2026-09-17,Double-A,L,2,top,12,2,0,2,800537,Christian Zazueta,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850998,2026-09-17,Double-A,L,2,top,12,3,0,2,800537,Christian Zazueta,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850998,2026-09-17,Double-A,L,2,top,12,4,0,3,800537,Christian Zazueta,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
850998,2026-09-17,Double-A,L,5,top,34,1,0,1,800537,Christian Zazueta,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850998,2026-09-17,Double-A,L,5,top,34,2,1,1,800537,Christian Zazueta,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850998,2026-09-17,Double-A,L,5,top,34,3,1,2,800537,Christian Zazueta,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850998,2026-09-17,Double-A,L,5,top,34,4,2,2,800537,Christian Zazueta,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850998,2026-09-17,Double-A,L,5,top,34,5,2,3,800537,Christian Zazueta,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
850998,2026-09-17,Double-A,L,6,top,48,1,0,1,803183,Luke Fox,L,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850998,2026-09-17,Double-A,L,6,top,48,2,0,2,803183,Luke Fox,L,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850998,2026-09-17,Double-A,L,6,top,48,3,0,2,803183,Luke Fox,L,L,,,D,"In play, no out",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,soft,Single,single
850998,2026-09-17,Double-A,L,8,top,64,1,0,1,682949,Christian Suarez,L,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850998,2026-09-17,Double-A,L,8,top,64,2,0,1,682949,Christian Suarez,L,L,,,E,"In play, run(s)",True,False,False,,,,,,3.21,1.62,,,,,,line_drive,hard,Double,double
850999,2026-09-20,Double-A,W,2,top,9,1,0,1,808087,Junior Sanchez,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,2,top,9,2,0,2,808087,Junior Sanchez,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,2,top,9,3,1,2,808087,Junior Sanchez,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,2,top,9,4,2,2,808087,Junior Sanchez,R,L,,,*B,Ball In Dirt,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,2,top,9,5,2,2,808087,Junior Sanchez,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,2,top,9,6,3,2,808087,Junior Sanchez,R,L,,,*B,Ball In Dirt,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,2,top,9,7,3,2,808087,Junior Sanchez,R,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,line_drive,hard,Lineout,field_out
850999,2026-09-20,Double-A,W,3,top,21,1,0,0,801412,Will Mabrey,L,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Grounded Into DP,grounded_into_double_play
850999,2026-09-20,Double-A,W,5,top,38,1,0,1,800286,Wellington Aracena,R,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,5,top,38,2,0,2,800286,Wellington Aracena,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,5,top,38,3,0,2,800286,Wellington Aracena,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,5,top,38,4,1,2,800286,Wellington Aracena,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,5,top,38,5,1,3,800286,Wellington Aracena,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
850999,2026-09-20,Double-A,W,7,top,57,1,0,1,800286,Wellington Aracena,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,7,top,57,2,0,2,800286,Wellington Aracena,R,L,,,W,Swinging Strike (Blocked),False,True,False,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,7,top,57,3,0,2,800286,Wellington Aracena,R,L,,,D,"In play, no out",True,False,False,,,,,,3.21,1.62,,,,,,line_drive,hard,Single,single
850999,2026-09-20,Double-A,W,9,top,74,1,0,1,700895,Sawyer Hawks,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,9,top,74,2,1,1,700895,Sawyer Hawks,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,9,top,74,3,2,1,700895,Sawyer Hawks,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850999,2026-09-20,Double-A,W,9,top,74,4,2,1,700895,Sawyer Hawks,R,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,fly_ball,medium,Flyout,field_out
850995,2026-09-22,Double-A,W,2,bottom,19,1,1,0,826536,Brian Curley,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850995,2026-09-22,Double-A,W,2,bottom,19,2,2,0,826536,Brian Curley,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850995,2026-09-22,Double-A,W,2,bottom,19,3,2,1,826536,Brian Curley,R,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850995,2026-09-22,Double-A,W,2,bottom,19,4,2,1,826536,Brian Curley,R,L,,,D,"In play, no out",True,False,False,,,,,,3.21,1.62,,,,,,line_drive,hard,Double,double
850995,2026-09-22,Double-A,W,4,bottom,35,1,0,1,826536,Brian Curley,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850995,2026-09-22,Double-A,W,4,bottom,35,2,1,1,826536,Brian Curley,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850995,2026-09-22,Double-A,W,4,bottom,35,3,1,2,826536,Brian Curley,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850995,2026-09-22,Double-A,W,4,bottom,35,4,2,2,826536,Brian Curley,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850995,2026-09-22,Double-A,W,4,bottom,35,5,3,2,826536,Brian Curley,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850995,2026-09-22,Double-A,W,4,bottom,35,6,3,2,826536,Brian Curley,R,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Groundout,field_out
850995,2026-09-22,Double-A,W,7,bottom,53,1,0,1,813409,Joe Ariola,L,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850995,2026-09-22,Double-A,W,7,bottom,53,2,0,1,813409,Joe Ariola,L,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,fly_ball,medium,Flyout,field_out
850994,2026-09-23,Double-A,W,2,bottom,14,1,0,1,696277,Mason Marriott,R,L,,,T,Foul Tip,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,2,bottom,14,2,1,1,696277,Mason Marriott,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,2,bottom,14,3,2,1,696277,Mason Marriott,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,2,bottom,14,4,3,1,696277,Mason Marriott,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,2,bottom,14,5,4,1,696277,Mason Marriott,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,Walk,walk
850994,2026-09-23,Double-A,W,3,bottom,28,1,0,1,804502,Dawson Brown,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,3,bottom,28,2,1,1,804502,Dawson Brown,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,3,bottom,28,3,1,1,804502,Dawson Brown,R,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Grounded Into DP,grounded_into_double_play
850994,2026-09-23,Double-A,W,6,bottom,51,1,0,1,700895,Sawyer Hawks,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,6,bottom,51,2,0,2,700895,Sawyer Hawks,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,6,bottom,51,3,0,3,700895,Sawyer Hawks,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
850994,2026-09-23,Double-A,W,8,bottom,70,1,0,1,692229,Carlos Rey,L,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,8,bottom,70,2,1,1,692229,Carlos Rey,L,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,8,bottom,70,3,1,2,692229,Carlos Rey,L,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,8,bottom,70,4,2,2,692229,Carlos Rey,L,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,8,bottom,70,5,3,2,692229,Carlos Rey,L,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
850994,2026-09-23,Double-A,W,8,bottom,70,6,4,2,692229,Carlos Rey,L,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,Walk,walk
820227,2026-05-12,High-A,R,1,top,4,1,0,1,830894,Carson Laws,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,1,top,4,2,1,1,830894,Carson Laws,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,1,top,4,3,1,2,830894,Carson Laws,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,1,top,4,4,2,2,830894,Carson Laws,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,1,top,4,5,2,2,830894,Carson Laws,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,1,top,4,6,2,3,830894,Carson Laws,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
820227,2026-05-12,High-A,R,3,top,19,1,0,1,830894,Carson Laws,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,3,top,19,2,0,2,830894,Carson Laws,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,3,top,19,3,1,2,830894,Carson Laws,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,3,top,19,4,2,2,830894,Carson Laws,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,3,top,19,5,2,3,830894,Carson Laws,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
820227,2026-05-12,High-A,R,6,top,41,1,1,0,801275,Juan De La Cruz,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,6,top,41,2,1,0,801275,Juan De La Cruz,R,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,fly_ball,medium,Flyout,field_out
820227,2026-05-12,High-A,R,8,top,58,1,1,0,695384,Cannon Pickell,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,8,top,58,2,2,0,695384,Cannon Pickell,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,8,top,58,3,2,1,695384,Cannon Pickell,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,8,top,58,4,2,2,695384,Cannon Pickell,R,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,8,top,58,5,2,2,695384,Cannon Pickell,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820227,2026-05-12,High-A,R,8,top,58,6,2,3,695384,Cannon Pickell,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
820218,2026-05-13,High-A,R,1,top,3,1,0,1,833439,Peyton Fosher,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820218,2026-05-13,High-A,R,1,top,3,2,0,2,833439,Peyton Fosher,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820218,2026-05-13,High-A,R,1,top,3,3,1,2,833439,Peyton Fosher,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820218,2026-05-13,High-A,R,1,top,3,4,2,2,833439,Peyton Fosher,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820218,2026-05-13,High-A,R,1,top,3,5,3,2,833439,Peyton Fosher,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820218,2026-05-13,High-A,R,1,top,3,6,3,3,833439,Peyton Fosher,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
820218,2026-05-13,High-A,R,4,top,27,1,0,1,833439,Peyton Fosher,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820218,2026-05-13,High-A,R,4,top,27,2,0,2,833439,Peyton Fosher,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820218,2026-05-13,High-A,R,4,top,27,3,0,2,833439,Peyton Fosher,R,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Groundout,field_out
820218,2026-05-13,High-A,R,5,top,42,1,0,1,804912,Mason Vinyard,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820218,2026-05-13,High-A,R,5,top,42,2,0,2,804912,Mason Vinyard,R,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820218,2026-05-13,High-A,R,5,top,42,3,0,3,804912,Mason Vinyard,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
820218,2026-05-13,High-A,R,7,top,61,1,0,0,814193,Justin Storm,L,L,,,D,"In play, no out",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,hard,Single,single
820218,2026-05-13,High-A,R,9,top,79,1,0,0,702418,Juan Reynoso,R,L,,,D,"In play, no out",True,False,False,,,,,,3.21,1.62,,,,,,line_drive,medium,Single,single
820220,2026-05-15,High-A,R,1,top,4,1,0,1,827626,Nate Payne,L,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820220,2026-05-15,High-A,R,1,top,4,2,1,1,827626,Nate Payne,L,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820220,2026-05-15,High-A,R,1,top,4,3,1,1,827626,Nate Payne,L,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Groundout,field_out
820220,2026-05-15,High-A,R,4,top,25,1,1,0,827626,Nate Payne,L,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820220,2026-05-15,High-A,R,4,top,25,2,2,0,827626,Nate Payne,L,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820220,2026-05-15,High-A,R,4,top,25,3,3,0,827626,Nate Payne,L,L,,,*B,Ball In Dirt,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820220,2026-05-15,High-A,R,4,top,25,4,4,0,827626,Nate Payne,L,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,Walk,walk
820220,2026-05-15,High-A,R,6,top,42,1,0,1,827626,Nate Payne,L,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820220,2026-05-15,High-A,R,6,top,42,2,1,1,827626,Nate Payne,L,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820220,2026-05-15,High-A,R,6,top,42,3,1,1,827626,Nate Payne,L,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Groundout,field_out
820220,2026-05-15,High-A,R,9,top,65,1,0,1,805872,Michael Perez,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820220,2026-05-15,High-A,R,9,top,65,2,1,1,805872,Michael Perez,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820220,2026-05-15,High-A,R,9,top,65,3,2,1,805872,Michael Perez,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820220,2026-05-15,High-A,R,9,top,65,4,2,1,805872,Michael Perez,R,L,,,E,"In play, run(s)",True,False,False,,,,,,3.21,1.62,,,,,,line_drive,medium,Home Run,home_run
820215,2026-05-16,High-A,R,1,top,1,1,0,1,801737,Liomar Martinez,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,1,top,1,2,1,1,801737,Liomar Martinez,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,1,top,1,3,1,1,801737,Liomar Martinez,R,L,,,E,"In play, run(s)",True,False,False,,,,,,3.21,1.62,,,,,,fly_ball,medium,Home Run,home_run
820215,2026-05-16,High-A,R,3,top,18,1,0,1,801737,Liomar Martinez,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,3,top,18,2,1,1,801737,Liomar Martinez,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,3,top,18,3,1,2,801737,Liomar Martinez,R,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,3,top,18,4,1,3,801737,Liomar Martinez,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,Strikeout,strikeout
820215,2026-05-16,High-A,R,5,top,47,1,0,1,801275,Juan De La Cruz,R,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,5,top,47,2,1,1,801275,Juan De La Cruz,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,5,top,47,3,2,1,801275,Juan De La Cruz,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,5,top,47,4,2,1,801275,Juan De La Cruz,R,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Groundout,field_out
820215,2026-05-16,High-A,R,7,top,67,1,0,0,814193,Justin Storm,L,L,,,D,"In play, no out",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Single,single
820215,2026-05-16,High-A,R,9,top,84,1,0,1,804912,Mason Vinyard,R,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,9,top,84,2,0,2,804912,Mason Vinyard,R,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,9,top,84,3,1,2,804912,Mason Vinyard,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,9,top,84,4,2,2,804912,Mason Vinyard,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820215,2026-05-16,High-A,R,9,top,84,5,2,2,804912,Mason Vinyard,R,L,,,D,"In play, no out",True,False,False,,,,,,3.21,1.62,,,,,,line_drive,hard,Single,single
820221,2026-05-17,High-A,R,1,top,1,1,1,0,801995,Aiden May,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820221,2026-05-17,High-A,R,1,top,1,2,1,1,801995,Aiden May,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820221,2026-05-17,High-A,R,1,top,1,3,1,1,801995,Aiden May,R,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Grounded Into DP,grounded_into_double_play
820221,2026-05-17,High-A,R,4,top,20,1,1,0,801995,Aiden May,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820221,2026-05-17,High-A,R,4,top,20,2,1,1,801995,Aiden May,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820221,2026-05-17,High-A,R,4,top,20,3,1,1,801995,Aiden May,R,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,line_drive,hard,Lineout,field_out
820221,2026-05-17,High-A,R,6,top,36,1,0,1,694207,Brayan Mendoza,L,L,,,S,Swinging Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820221,2026-05-17,High-A,R,6,top,36,2,0,1,694207,Brayan Mendoza,L,L,,,D,"In play, no out",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Single,single
820221,2026-05-17,High-A,R,8,top,58,1,0,1,694207,Brayan Mendoza,L,L,,,C,Called Strike,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820221,2026-05-17,High-A,R,8,top,58,2,0,1,694207,Brayan Mendoza,L,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,ground_ball,medium,Groundout,field_out
820221,2026-05-17,High-A,R,10,top,77,1,1,0,702418,Juan Reynoso,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
820221,2026-05-17,High-A,R,10,top,77,2,1,1,702418,Juan Reynoso,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
820221,2026-05-17,High-A,R,10,top,77,3,1,1,702418,Juan Reynoso,R,L,,,E,"In play, run(s)",True,False,False,,,,,,3.21,1.62,,,,,,fly_ball,hard,Double,double
819753,2026-05-19,High-A,R,1,bottom,5,1,1,0,813676,Ivran Romero,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
819753,2026-05-19,High-A,R,1,bottom,5,2,1,1,813676,Ivran Romero,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
819753,2026-05-19,High-A,R,1,bottom,5,3,2,1,813676,Ivran Romero,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
819753,2026-05-19,High-A,R,1,bottom,5,4,2,2,813676,Ivran Romero,R,L,,,F,Foul,False,True,False,,,,,,3.21,1.62,,,,,,,,,
819753,2026-05-19,High-A,R,1,bottom,5,5,3,2,813676,Ivran Romero,R,L,,,B,Ball,False,False,True,,,,,,3.21,1.62,,,,,,,,,
819753,2026-05-19,High-A,R,1,bottom,5,6,3,2,813676,Ivran Romero,R,L,,,X,"In play, out(s)",True,False,False,,,,,,3.21,1.62,,,,,,fly_ball,medium,Flyout,field_out
