Name,Team,PA,Events,EV,EV90,maxEV,LA,Barrels,Barrel%,HardHit,HardHit%,AVG,xBA,SLG,xSLG,wOBA,xwOBA,NameASCII,PlayerId,MLBAMID
"Kazuma Okamoto","TOR",470,278,90.43489349145683,106.8,112.6,19.24820143884892,35,0.12589928,123,0.44244604,0.224586288,0.2081891323657746,0.430260047,0.4086406518381538,0.3179243932379053,0.3038905366938165,"Kazuma Okamoto",37123,672960
"Brett Baty","NYM",370,234,89.77456559806035,106.3,111.7,12.198275862068966,20,0.08547009,94,0.4017094,0.217522658,0.2340302020761542,0.326283987,0.3775679712209096,0.2750308306882698,0.30322575762989074,"Brett Baty",26123,683146
"Jakob Marsee","MIA",446,282,87.14518229166667,101.7,110.9,18.4,10,0.03546099,96,0.34042553,0.203753351,0.22042048780744608,0.310991957,0.3153962292118535,0.29384638798209817,0.3025543977567981,"Jakob Marsee",31370,805300
"Travis Bazzana","CLE",366,236,88.50560681573276,102.2,108.1,14.366379310344827,10,0.04237288,87,0.36864407,0.243670886,0.2258598667800806,0.389240506,0.3465477767264008,0.3235607548935773,0.30172355378626464,"Travis Bazzana",34967,683953
"Trea Turner","PHI",510,368,88.55679453974184,103.8,110.1,9.67663043478261,24,0.06521739,150,0.4076087,0.251054852,0.25334598847079376,0.405063291,0.3824788990906019,0.30737485955743227,0.3016577028760723,"Trea Turner",16252,607208
"Masyn Winn","STL",444,308,88.00721055327868,103.4,108.5,11.868852459016393,9,0.02922078,107,0.3474026,0.23907455,0.25197164791146504,0.318766066,0.3270695873142518,0.28836176309499656,0.3012854804820065,"Masyn Winn",27479,691026
"Zach Neto","LAA",510,289,89.56573699737763,103.9,109.7,22.23076923076923,35,0.12110727,117,0.40484429,0.225663716,0.19990465117663872,0.418141592,0.3941995489623753,0.3204280826572351,0.30097225519615833,"Zach Neto",31347,687263
"Nolan Arenado","ARI",430,294,85.23378839590444,102,107.5,18.525597269624573,21,0.07142857,96,0.32653061,0.241469816,0.2335236800344367,0.427821522,0.3600289595754523,0.3267332674743973,0.29943692209569855,"Nolan Arenado",9777,571448
"Salvador Perez","KCR",457,335,88.93641557835821,105.2,111.2,16.197014925373136,33,0.09850746,141,0.42089552,0.21563981,0.22814455077546467,0.374407582,0.40987678274724154,0.27614723221286314,0.2976445795415522,"Salvador Perez",7304,521692
"Dansby Swanson","CHC",438,293,89.41862203663793,103.3,110.3,16.261168384879724,21,0.07167235,119,0.40614334,0.213367609,0.21945994768955912,0.398457583,0.38036435149436776,0.30185581099250497,0.2974018149661578,"Dansby Swanson",18314,621020
"Austin Riley","ATL",468,276,90.97898267663044,107,112.2,18.63768115942029,32,0.11594203,123,0.44565217,0.22195704,0.20958473005272038,0.367541766,0.38573031550660053,0.29559804843022275,0.29710675100994927,"Austin Riley",18360,663586
"Jarren Duran","BOS",464,296,89.50975881968641,106.9,114.7,12.177083333333334,30,0.10135135,114,0.38513514,0.202380952,0.23268584839159923,0.357142857,0.38335252208389536,0.2684033002542413,0.2969241152707023,"Jarren Duran",24617,680776
"Chase Meidroth","CHW",475,317,87.8006640625,100.5,107.7,8.016611295681063,15,0.04731861,110,0.34700315,0.274038461,0.2362038880875967,0.403846153,0.33819417120183554,0.33460770232845216,0.29690781460013443,"Chase Meidroth",31580,805367
"Jake Burger","TEX",447,291,90.0961964749135,108.1,113.6,13.671280276816608,32,0.10996564,137,0.47079038,0.236585365,0.2268357931398878,0.41707317,0.391568613987343,0.3111563960977849,0.2963801694719979,"Jake Burger",22275,669394
"Brayan Rocchio","CLE",448,344,86.42395092627245,100.7,109.6,13.27245508982036,11,0.03197674,104,0.30232558,0.254364089,0.2442846418327889,0.374064837,0.34726951464597766,0.30865912340782786,0.29486555619673294,"Brayan Rocchio",23690,677587
"Daulton Varsho","- - -",387,277,86.196728515625,103.6,110.4,14.421818181818182,17,0.06137184,101,0.36462094,0.236467236,0.23577207853311827,0.361823361,0.35457835102353,0.2947291745767965,0.2914507754437335,"Daulton Varsho",19918,662139
"Willy Adames","SFG",469,302,87.45614877491694,103.2,108.8,22.20265780730897,26,0.08609272,116,0.38410596,0.221709006,0.21734027509336118,0.413394919,0.37998842310022424,0.301634503325928,0.2887164384890825,"Willy Adames",15986,642715
"Jazz Chisholm Jr.","NYY",427,251,90.95165612086777,105.1,112.4,16.242798353909464,23,0.09163347,106,0.42231076,0.215223097,0.20918253742197834,0.396325459,0.3668994802646536,0.29989333338332624,0.28827022090377263,"Jazz Chisholm Jr.",20454,665862
"Caleb Durbin","BOS",413,319,84.12110643262987,100.2,107.9,12.230519480519481,9,0.02821317,88,0.27586207,0.25136612,0.2357150770213506,0.407103825,0.32418904761745504,0.32087357371461156,0.2877665151835074,"Caleb Durbin",29646,702332
"Ceddanne Rafaela","BOS",466,345,86.61794002757352,101.1,109.9,12.217647058823529,19,0.05507246,113,0.32753623,0.287671232,0.24787587132947198,0.468036529,0.3621747247103987,0.3454449374614091,0.2869563237188178,"Ceddanne Rafaela",24262,678882
"Ozzie Albies","ATL",502,391,86.75555151808786,101.1,108.7,18.328165374677003,17,0.04347826,110,0.28132992,0.258849557,0.2342031172343663,0.433628318,0.3609687600816999,0.32112807665994303,0.2852928729604188,"Ozzie Albies",16556,645277
"Carter Jensen","KCR",436,263,90.57977248330153,106.2,113.7,20.67557251908397,26,0.09885932,114,0.43346008,0.22739018,0.20227720823930334,0.418604651,0.3575673473931347,0.3136347614485642,0.2832220754315776,"Carter Jensen",29478,695600
"Jose Altuve","HOU",400,285,85.70433071976534,101.7,107.3,8.587813620071685,15,0.05263158,92,0.32280702,0.244505494,0.22582221561008028,0.398351648,0.33731666141086153,0.3103838955337678,0.2798925293278573,"Jose Altuve",5417,514888
"Ezequiel Tovar","COL",397,271,87.49658942945075,102.9,109.1,17.420454545454547,17,0.06273063,92,0.33948339,0.206043956,0.21892308664845897,0.332417582,0.3579725328382555,0.2567622523115139,0.2728221392390704,"Ezequiel Tovar",24064,678662
"Nasim Nuñez","WSN",388,264,84.63550701530612,99.3,109.7,7.130081300813008,1,0.00378788,56,0.21212121,0.229166666,0.22078379496439798,0.267857142,0.2691021022853909,0.2721949665958345,0.2704729669012306,"Nasim Nunez",25979,683083
"Ernie Clement","TOR",466,403,84.74235393170426,98.4,109.7,16.521303258145362,10,0.0248139,84,0.20843672,0.285393258,0.25094369080689577,0.411235955,0.33537612090239655,0.3133408552587288,0.26883138020833336,"Ernie Clement",20352,676391
"Andrés Giménez","TOR",378,284,85.88369706748189,100.7,108.9,12.420289855072463,10,0.03521127,67,0.23591549,0.238505747,0.23072623656874774,0.364942528,0.322351593105525,0.2830780750910441,0.26803454230813417,"Andres Gimenez",19950,665926
"Brooks Lee","MIN",448,340,87.64213765764094,101.2,108,14.851632047477745,12,0.03529412,108,0.31764706,0.237864077,0.22047815045106758,0.410194174,0.32146602001005004,0.3084767544829605,0.2677839309043799,"Brooks Lee",31595,686797
"Chandler Simpson","TBR",435,376,83.91317827722062,96.4,106.8,1.8860398860398861,0,0,52,0.13829787,0.297766749,0.2557437264140527,0.354838709,0.2933165775471596,0.3013937041581234,0.2626346019988364,"Chandler Simpson",31912,802415
"Cedric Mullins","TBR",383,267,88.09352068572875,101.8,110.4,26.384615384615383,10,0.03745318,82,0.3071161,0.205970149,0.18162537773570264,0.358208955,0.30003020410451287,0.28479692045847577,0.2534570616853205,"Cedric Mullins",17929,656775
