Name,Team,WPA,-WPA,+WPA,RE24,REW,pLI,inLI,gmLI,exLI,Pulls,WPA/LI,Clutch,SD,MD,NameASCII,PlayerId,MLBAMID
"Colin Rea","CHC",-0.6419377624988556,-8.812304258346558,8.170366406440735,-0.9851002991199493,-0.02124033123254776,0.8960847215757844,0.826567348205682,0.8529166678587595,1.1097999540242283,22,0.0234140083193779,-0.7397946663558124,1,1,"Colin Rea",12317,607067
"Keider Montero","DET",1.2270063161849976,-7.329951882362366,8.556957960128784,16.74030065536499,1.687904268503189,0.961507885624664,0.9062989224759184,0.9723280143737792,1.1042727313258431,22,1.6347513794898987,-0.3586242311536718,3,1,"Keider Montero",22630,672456
"Justin Wrobleski","LAD",1.951210379600525,-6.072474032640457,8.0236846357584,18.919399559497833,1.8640287891030312,0.8699710690250436,0.8459008611550852,0.8824210857090197,0.733211100101471,18,1.307933397591114,0.934911737232968,0,1,"Justin Wrobleski",31204,680736
"Nathan Eovaldi","TEX",-0.25830745697021484,-8.200448036193848,7.942140579223633,0.696699321269989,0.03756152093410492,0.8157449960708618,0.788279116153717,0.8713727593421936,0.7744090557098389,22,0.1745322346687317,-0.4911844461004722,0,0,"Nathan Eovaldi",9132,543135
"Chris Sale","ATL",1.9134219884872437,-6.765824317932129,8.679245948791504,26.097200393676758,2.605027198791504,0.9452233910560608,0.85882169008255,0.8536190390586853,0.8067428469657898,21,2.6071667671203613,-0.5828601253333305,0,0,"Chris Sale",10603,519242
"Jacob deGrom","TEX",0.8930702209472656,-8.049498558044434,8.942567825317383,6.964300155639648,0.7479086518287659,1.014835000038147,0.9706065654754639,0.8707636594772339,1.2843363285064697,22,0.9071615934371948,-0.027146397948572876,0,0,"Jacob deGrom",10954,594798
"Merrill Kelly","ARI",-0.943845808506012,-8.894587516784668,7.950741767883301,-7.66480016708374,-0.8523496985435486,0.8882543444633484,0.8335935473442078,0.8545523881912231,0.963129997253418,20,-1.3211475610733032,0.25856248688911787,0,0,"Merrill Kelly",11156,518876
"Robbie Ray","- - -",1.1655601859092712,-8.323402047157288,9.48896199464798,10.375999569892883,1.0887123048305511,0.9513171210070346,0.9116222116682264,0.8790086792862933,0.9891042890756027,23,0.8286715894937515,0.3965351897928924,1,0,"Robbie Ray",11486,592662
"Seth Lugo","KCR",-0.22481979429721832,-9.879297256469727,9.654478073120117,-2.048099994659424,-0.251821905374527,0.9207032322883606,0.9084885716438293,0.8720833659172058,1.2242666482925415,24,-0.9460317492485046,0.7018490567011566,0,0,"Seth Lugo",12447,607625
"Nick Martinez","TBR",2.500532388687134,-7.7257537841796875,10.226285934448242,26.134599685668945,2.611644744873047,1.0217584371566772,0.9992296695709229,0.8781909346580505,1.5131454467773438,22,1.7751563787460327,0.6721269494401776,0,0,"Nick Martinez",12730,607259
