Name,Team,K/9,BB/9,K/BB,HR/9,K%,BB%,K-BB%,AVG,WHIP,BABIP,LOB%,ERA-,FIP-,xFIP-,ERA,FIP,E-F,xFIP,SIERA,NameASCII,PlayerId,MLBAMID
"Eric Lauer","LAD",5.011976276876314,2.101796503206196,2.38461538,1.7784431950206274,0.13656388,0.05726872,0.07929515,0.23222748815165878,1.113772505972514,0.22485207100591717,0.84677419,89.14433943968488,124.64800756119813,125.70589781080854,3.718563044134039,5.4043735654849385,-1.6858105213508994,5.295150334889374,5.1166510564756225,"Eric Lauer",19316,641778
"Justin Wrobleski","LAD",7,1.8461538461538463,3.79166667,1.2307692307692308,0.19279661,0.05084746,0.14194915,0.22747747747747749,1.0683760683760684,0.2522255192878338,0.80675422,79.29462062075211,92.8476029589582,99.05462560456816,3.3076923076923075,4.02717913032597,-0.7194868226336624,4.173821699364573,4.159138404148207,"Justin Wrobleski",31204,680736
"Roki Sasaki","LAD",9.085714285714285,3.4285714285714284,2.65,1.8,0.23766816,0.0896861,0.14798206,0.2344139650872818,1.276190476190476,0.2664233576642336,0.76642336,108.90497064657451,114.24105199755344,95.3961824391097,4.542857142857143,4.953674856821696,-0.410817713964553,4.019895948611555,4.044601030282072,"Roki Sasaki",35323,808963
"Emmet Sheehan","LAD",10.195804739774944,2.8321679832708178,3.6,1.8881119888472118,0.26213592,0.07281553,0.18932039,0.24866310160427807,1.2902098590455946,0.2967479674796748,0.7184466,126.73728623169434,109.40761293649327,94.44595559343877,5.286713568772193,4.744350935920915,0.5423626328512778,3.979915997033644,3.6603875748691657,"Emmet Sheehan",29839,686218
"Edgardo Henriquez","LAD",9.782610318160732,4.304348539990722,2.27272727,0.19565220636321465,0.26595745,0.11702128,0.14893617,0.18012422360248448,1.1086958360582162,0.2545454545454545,0.62271062,75.04527523847246,68.12655052609064,91.70452480971963,3.1304353018114344,2.9565733859128858,0.1738619158985486,3.8645727287534277,3.6503898472617804,"Edgardo Henriquez",26944,683618
"Yoshinobu Yamamoto","LAD",8.203349581754022,2.06698572138684,3.96875,0.9688995569000812,0.23827392,0.06003752,0.1782364,0.1851106639839034,0.8899521855971116,0.21690140845070421,0.80373832,63.48775603701645,79.25880276500602,82.31471572696572,2.648325455526889,3.4386828441409847,-0.7903573886140958,3.4695048413698957,3.616366347612679,"Yoshinobu Yamamoto",33825,808967
"Will Klein","LAD",10.58400161499048,4.536000692138778,2.33333333,0.6480000988769682,0.25925926,0.11111111,0.14814815,0.26666666666666666,1.5600002380371456,0.36283185840707965,0.72100313,88.02810668672598,78.3426877248475,83.55896529454596,3.67200056030282,3.399008237762459,0.272992322540361,3.5218555381422765,3.484083489852668,"Will Klein",27787,694361
"Shohei Ohtani","LAD",9.980545043367766,2.7315175908164413,3.65384615,0.4202334755102217,0.27941176,0.07647059,0.20294118,0.17857142857142858,0.9455253198979988,0.24401913875598086,0.81081081,42.81522172565011,59.81764332643249,76.68985763442373,1.7859922709184424,2.596735802059771,-0.8107435311413285,3.2328439269819556,3.3136319297739925,"Shohei Ohtani",19755,660271
"Jack Dreyer","LAD",10.340428049719316,2.489362308265761,4.15384615,1.1489364499688128,0.29347826,0.07065217,0.22282609,0.19411764705882353,0.9787236425660257,0.24545454545454545,0.82901554,68.8580371470465,77.03388666671033,72.15969373066952,2.872341124922032,3.34232740125921,-0.46998627633717804,3.042241299475453,2.8035784731225646,"Jack Dreyer",30249,676263
"Tanner Scott","LAD",11.571430147910819,1.9285716913184698,6,0.771428676527388,0.33333333,0.05555556,0.27777778,0.1952662721893491,0.921428696963269,0.2761904761904762,0.83333333,55.479898265281804,53.82034462740213,64.55597094987193,2.314286029582164,2.3370080879756245,-0.022722058393460642,2.722321408795557,2.326714865308053,"Tanner Scott",17586,656945
