pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,miss_distance,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle,attack_angle,attack_direction,swing_path_tilt,intercept_ball_minus_batter_pos_x_inches,intercept_ball_minus_batter_pos_y_inches,year,is_swing,is_whiff,is_strike
FF,2024-05-12,94.3,-0.92,5.56,"Buehler, Walker",673490,621111,,called_strike,,,,,9.0,,R,R,R,SD,LAD,S,,,0,0,2024,-0.67,1.7,0.6321469514053679,2.0909162338305736,,701538.0,669134.0,1,4,Bot,,,,,,,5.543221722319909,-136.933817897047,-6.995035401957502,-9.73286490191193,36.01175350858074,-9.478672507787095,3.44880734968209,1.53091091604563,,,,93.7,2445.0,6.5,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.0,,,,,,,,30,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,205.0,-0.005,-0.039,,,,,0.039,,2,2,0.811,0.811,29,28,30,29,2,1,6.0,1.0,6.0,1.0,0.92,0.67,0.67,48.2,,,,,,2024,False,False,True
ST,2024-05-12,84.4,-1.22,5.18,"Buehler, Walker",669134,621111,walk,blocked_ball,,,,,14.0,Luis Campusano walks.,R,R,R,SD,LAD,B,,,3,2,2024,0.95,0.64,1.7253682523189953,0.7843206948006038,,701538.0,,1,4,Bot,,,,,,,4.99559501346093,-122.66307002936064,-5.051612192394002,8.30569697818286,28.391346855645235,-24.86220436537389,3.42538118187369,1.4609345602594,,,,84.2,2913.0,6.6,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.85,,0.689131,0.7,1.0,0.0,0.0,,29,6,Sweeper,2,0,2,0,0,2,2,0,Standard,Standard,79.0,0.009,0.21,,,,,-0.21,,2,2,0.802,0.802,29,25,30,26,2,1,6.0,1.0,6.0,1.0,2.61,-0.95,-0.95,40.7,,,,,,2024,False,False,False
SI,2024-05-12,94.2,-1.18,5.35,"Buehler, Walker",669134,621111,,foul,,,,,11.0,,R,R,R,SD,LAD,S,,,3,1,2024,-1.55,1.06,-1.034925779518732,3.4040954735840594,,701538.0,,1,4,Bot,,,,,,,3.8375772176308343,-137.08998346811427,-1.6956731693865534,-20.33320119469448,31.462953147715417,-18.65069263012571,3.41,1.64,,,,94.3,2214.0,6.5,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.05,,,,,,,,29,5,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,208.0,-0.002,-0.086,,,,,0.086,,2,2,0.804,0.804,29,25,30,26,2,1,6.0,1.0,6.0,1.0,1.51,1.55,1.55,40.2,,,,,,2024,True,False,True
FC,2024-05-12,90.5,-1.05,5.41,"Buehler, Walker",669134,621111,,ball,,,,,14.0,,R,R,R,SD,LAD,B,,,2,1,2024,0.32,0.98,1.4263826091183014,2.3251449456167617,,,701538.0,1,4,Bot,,,,,,,5.538694769903361,-131.65031748125574,-3.868469521509529,2.506214951983893,27.699793529385065,-20.133840321633578,3.5425271154325,1.50758397103373,,,,90.9,2481.0,6.5,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.95,,,,,,,,29,4,Cutter,2,0,2,0,0,2,2,0,Standard,Standard,177.0,0.015,0.112,,,,,-0.112,,2,2,0.789,0.789,29,25,30,26,2,1,6.0,1.0,6.0,1.0,1.8,-0.32,-0.32,46.7,,,,,,2024,False,False,False
SI,2024-05-12,93.5,-1.23,5.36,"Buehler, Walker",669134,621111,,called_strike,,,,,13.0,,R,R,R,SD,LAD,S,,,2,0,2024,-1.58,0.79,-0.8409912734579255,1.8481479738735849,,,701538.0,1,4,Bot,,,,,,,4.47244460725866,-135.9754657967695,-5.045750519149914,-20.552314489077563,30.47575049288432,-21.417939179433084,3.39641964881535,1.52503300587451,,,,93.4,2061.0,6.3,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.19,,,,,,,,29,3,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,213.0,-0.005,-0.057,,,,,0.057,,2,2,0.794,0.794,29,25,30,26,2,1,6.0,1.0,6.0,1.0,1.82,1.58,1.58,41.1,,,,,,2024,False,False,True
SI,2024-05-12,94.0,-1.28,5.36,"Buehler, Walker",669134,621111,,ball,,,,,13.0,,R,R,R,SD,LAD,B,,,1,0,2024,-1.69,1.12,-1.3812601578465733,2.1488341199706467,,,701538.0,1,4,Bot,,,,,,,3.4969967783703515,-136.7692733276879,-5.066232782697794,-21.914933449484955,32.707778272753295,-17.20423173435114,3.4800445918114,1.46870905111532,,,,93.9,2125.0,6.4,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.05,,,,,,,,29,2,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,209.0,0.005,0.056,,,,,-0.056,,2,2,0.789,0.789,29,25,30,26,2,1,6.0,1.0,6.0,1.0,1.48,1.69,1.69,40.5,,,,,,2024,False,False,False
FF,2024-05-12,94.2,-0.86,5.62,"Buehler, Walker",669134,621111,,ball,,,,,12.0,,R,R,R,SD,LAD,B,,,0,0,2024,-0.26,1.6,0.2657905025215271,3.7724702537096815,,,701538.0,1,4,Bot,,,,,,,3.518772443887684,-137.09214756932457,-2.587840303653955,-4.112214880944284,35.03590709545841,-11.794576774040234,3.57377240818598,1.51535945714506,,,,93.9,2293.0,6.5,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.03,,,,,,,,29,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,206.0,0.002,0.036,,,,,-0.036,,2,2,0.787,0.787,29,25,30,26,2,1,6.0,1.0,6.0,1.0,1.0,0.26,0.26,44.3,,,,,,2024,False,False,False
KC,2024-05-12,78.9,-0.86,5.66,"Buehler, Walker",701538,621111,single,hit_into_play,,,,,14.0,Jackson Merrill singles on a sharp line drive to right fielder Teoscar Hernández.,R,L,R,SD,LAD,X,9.0,line_drive,0,0,2024,0.89,-1.04,0.5270810792748686,1.2514985863413912,,,,1,4,Bot,183.96,98.92,,,,,1.3660901690081244,-114.79343639834342,-0.6660334100467286,7.376003458499321,26.56621071330579,-41.339313751694206,3.56,1.66,179.0,105.6,10.0,78.4,2491.0,6.5,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.96,0.871,0.847,0.9,1.0,1.0,0.0,4.0,28,1,Knuckle Curve,2,0,2,0,0,2,2,0,Standard,Standard,38.0,0.017,0.422,74.7,8.2,,1.09,-0.422,105.6,2,2,0.77,0.77,29,21,30,21,2,1,6.0,2.0,6.0,1.0,4.78,-0.89,0.89,51.6,9.365246874894476,-8.319908790958165,46.12463022296793,30.1934560957936,33.9080781651096,2024,True,False,True
FC,2024-05-12,89.9,-0.89,5.53,"Buehler, Walker",593428,621111,field_out,hit_into_play,,,,,12.0,Xander Bogaerts flies out to center fielder Andy Pages.,R,R,R,SD,LAD,X,8.0,fly_ball,1,1,2024,0.47,0.87,0.8562596091183237,2.708647645538977,,,,0,4,Bot,154.88,52.46,,,,,3.335085629803321,-130.8779688693734,-2.863595940259726,4.701764762544423,28.52929312954201,-21.760648369322084,3.59,1.64,368.0,95.2,28.0,90.0,2425.0,6.4,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.13,0.213,0.335,0.0,1.0,0.0,0.0,5.0,27,3,Cutter,2,0,2,0,0,2,2,0,Standard,Standard,166.0,-0.015,-0.243,70.4,7.4,,0.596,0.243,95.2,2,2,0.785,0.785,29,31,30,32,2,1,6.0,1.0,6.0,1.0,1.95,-0.47,-0.47,49.6,11.041663740722113,1.02365518478797,24.058955813313396,48.259760966033426,30.50357867265362,2024,True,False,True
SI,2024-05-12,94.5,-1.31,5.33,"Buehler, Walker",593428,621111,,ball,,,,,13.0,,R,R,R,SD,LAD,B,,,0,1,2024,-1.74,0.97,-1.151932995884193,1.760051189258811,,,,0,4,Bot,,,,,,,4.292696003505082,-137.37208888768097,-5.708469669344566,-22.916225991189393,32.981680783464974,-18.812685707467953,3.69096612576437,1.56201581989293,,,,94.0,2085.0,6.3,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.24,,,,,,,,27,2,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,213.0,0.001,0.025,,,,,-0.025,,2,2,0.784,0.784,29,31,30,32,2,1,6.0,1.0,6.0,1.0,1.61,1.74,1.74,35.5,,,,,,2024,False,False,False
FF,2024-05-12,94.6,-1.0,5.55,"Buehler, Walker",593428,621111,,called_strike,,,,,3.0,,R,R,R,SD,LAD,S,,,0,0,2024,-0.42,1.43,0.5414483361709893,3.234669150686822,,,,0,4,Bot,,,,,,,4.961388958074186,-137.6671847258417,-3.5026873913710217,-6.529911982119718,33.71597117623527,-13.50827812001354,3.72222417639654,1.59312340780924,,,,94.3,2218.0,6.3,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.17,,,,,,,,27,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,202.0,-0.002,-0.037,,,,,0.037,,2,2,0.786,0.786,29,31,30,32,2,1,6.0,1.0,6.0,1.0,1.14,0.42,0.42,43.1,,,,,,2024,False,False,True
FF,2024-05-12,96.3,-1.15,5.45,"Buehler, Walker",595777,621111,field_out,hit_into_play,,,,,5.0,Jurickson Profar lines out to third baseman Max Muncy.,R,L,R,SD,LAD,X,5.0,line_drive,2,2,2024,-0.61,1.49,-0.1186395211406498,2.2792322422551035,,,,2,3,Bot,86.66,136.85,,,,,4.130243789722238,-140.08185629895303,-6.253525370807786,-8.887985052639731,30.51595124170391,-11.2649775137228,3.38,1.66,187.0,93.0,10.0,96.7,2444.0,6.5,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.03,0.684,0.622,0.0,1.0,0.0,0.0,4.0,23,7,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Standard,206.0,-0.007,-0.219,66.3,6.4,,0.749,0.219,93.0,2,2,0.736,0.736,29,31,30,31,2,1,6.0,1.0,6.0,1.0,0.96,0.61,-0.61,41.0,-6.190875491527192,18.14243231939088,36.427426111508545,35.42097152631811,18.335698124400324,2024,True,False,True
FF,2024-05-12,96.8,-0.99,5.47,"Buehler, Walker",595777,621111,,ball,,,,,14.0,,R,L,R,SD,LAD,B,,,1,2,2024,-0.41,1.49,0.0191116859300405,1.0897724379675808,,,,2,3,Bot,,,,,,,3.643403454334028,-140.72868992630777,-9.570931002756904,-6.230937012176904,32.29171681921359,-10.331440167716885,3.53471621434937,1.66312516398145,,,,97.2,2232.0,6.6,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.92,,,,,,,,23,6,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Standard,206.0,0.001,0.039,,,,,-0.039,,2,2,0.735,0.735,29,31,30,31,2,1,6.0,1.0,6.0,1.0,0.94,0.41,-0.41,46.0,,,,,,2024,False,False,False
KC,2024-05-12,79.8,-0.81,5.63,"Buehler, Walker",595777,621111,,ball,,,,,13.0,,R,L,R,SD,LAD,B,,,0,2,2024,0.67,-1.15,-0.0498727672211226,0.6258743235677171,,,,2,3,Bot,,,,,,,0.393197539561872,-116.02723651035934,-1.9329727338547067,5.886633282855979,26.872112434148285,-42.23386879821066,3.44099846122839,1.63978974994825,,,,79.4,2686.0,6.6,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.88,,,,,,,,23,5,Knuckle Curve,2,0,2,0,0,2,2,0,Strategic,Standard,32.0,0.001,0.023,,,,,-0.023,,2,2,0.734,0.734,29,31,30,31,2,1,6.0,1.0,6.0,1.0,4.81,-0.67,0.67,52.3,,,,,,2024,False,False,False
CH,2024-05-12,88.1,-1.24,5.38,"Buehler, Walker",595777,621111,,foul,,,,,6.0,,R,L,R,SD,LAD,S,,,0,2,2024,-0.92,0.87,0.5558405988799162,2.6578903672189416,,,,2,3,Bot,,,,,,,6.277445910433287,-128.11989263745215,-2.253584646445334,-11.495389199456795,28.71271201643836,-22.39117805777636,3.38,1.66,7.0,75.7,-22.0,87.9,1787.0,6.4,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.13,,,,,,,,23,4,Changeup,2,0,2,0,0,2,2,0,Strategic,Standard,230.0,0.0,0.0,66.2,7.1,,,0.0,88.0,2,2,0.734,0.734,29,31,30,31,2,1,6.0,1.0,6.0,1.0,2.09,0.92,-0.92,41.2,17.35780355047823,-15.886239203039535,30.250437648748964,27.356114248426355,36.57282216234575,2024,True,False,True
KC,2024-05-12,78.8,-0.72,5.7,"Buehler, Walker",595777,621111,,foul,,,,,5.0,,R,L,R,SD,LAD,S,,,0,2,2024,0.65,-1.08,0.2159888070564735,2.325738506296645,,,,2,3,Bot,,,,,,,0.8180892479651725,-114.70999487164605,1.5990763941013686,5.537240035207499,24.360583939087725,-42.19111379900768,3.38,1.66,4.0,78.8,-34.0,78.8,2348.0,6.6,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.93,,,,,,,,23,3,Knuckle Curve,2,0,2,0,0,2,2,0,Strategic,Standard,33.0,0.0,0.0,72.8,6.9,,,0.0,88.0,2,2,0.734,0.734,29,31,30,31,2,1,6.0,1.0,6.0,1.0,4.79,-0.65,0.65,55.0,9.90319051347178,-3.2828112359772113,30.66613460748428,31.702493675022257,34.60371366362445,2024,True,False,True
FC,2024-05-12,92.2,-0.99,5.37,"Buehler, Walker",595777,621111,,foul,,,,,3.0,,R,L,R,SD,LAD,S,,,0,1,2024,0.2,0.77,0.4732067395020413,3.468673137238445,,,,2,3,Bot,,,,,,,3.278714290174822,-134.17592776264942,-0.656203426121855,1.6546031110809978,30.90211316617502,-22.95459379267098,3.38,1.66,196.0,72.6,55.0,92.1,2373.0,6.3,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.16,,,,,,,,23,2,Cutter,2,0,2,0,0,2,2,0,Standard,Standard,168.0,-0.002,-0.058,65.1,6.1,,,0.058,88.0,2,2,0.736,0.736,29,31,30,31,2,1,6.0,1.0,6.0,1.0,1.92,-0.2,0.2,43.1,8.306832414278725,0.8147120083944999,23.983526745888145,27.5861542905942,26.700754178369223,2024,True,False,True
FF,2024-05-12,95.4,-1.03,5.51,"Buehler, Walker",595777,621111,,foul,,,,,2.0,,R,L,R,SD,LAD,S,,,0,0,2024,-0.36,1.5,-0.2624810410439122,2.8742874169605517,,,,2,3,Bot,,,,,,,2.850958007214641,-138.85489278174202,-4.653377674653444,-5.358559077087092,33.7306501909378,-11.986158448124003,3.38,1.66,288.0,92.0,24.0,95.4,2152.0,6.4,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.06,,,,,,,,23,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,206.0,-0.001,-0.041,62.6,5.9,,,0.041,92.0,2,2,0.737,0.737,29,31,30,31,2,1,6.0,1.0,6.0,1.0,1.02,0.36,-0.36,42.2,-13.029621555472389,34.1110627262353,31.603040877506775,36.293560792013125,10.284993334552173,2024,True,False,True
FF,2024-05-12,96.1,-0.89,5.5,"Buehler, Walker",592518,621111,field_out,hit_into_play,,,,,5.0,Manny Machado bunt pops out softly to catcher Austin Barnes in foul territory.,R,R,R,SD,LAD,X,2.0,popup,0,0,2024,-0.51,1.34,0.2030632669440508,2.4886155171155377,,,,1,3,Bot,114.6,203.25,,,,,4.063427094801154,-139.84249931376277,-5.411067833806952,-7.5870702582996845,33.92952726724166,-13.56061948375726,3.7,1.71,27.0,33.3,78.0,96.2,2173.0,6.5,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.99,0.021,0.021,0.0,1.0,0.0,0.0,1.0,22,1,4-Seam Fastball,2,0,2,0,0,2,2,0,Standard,Standard,203.0,-0.012,0.043,16.0,2.9,,0.024,-0.043,88.0,2,2,0.749,0.749,29,31,30,32,2,1,6.0,1.0,6.0,1.0,1.14,0.51,0.51,47.2,-48.17633176658544,-35.95580731395201,33.60471019033206,42.66206800328554,36.86659879867547,2024,True,False,True
FF,2024-05-12,95.6,-0.92,5.54,"Buehler, Walker",630105,621111,field_out,hit_into_play,,,,,5.0,"Jake Cronenworth grounds out sharply, second baseman Miguel Rojas to first baseman Freddie Freeman.",R,L,R,SD,LAD,X,4.0,ground_ball,3,2,2024,-0.34,1.64,-0.2644778483390051,2.262174497551864,,,,0,3,Bot,152.65,149.42,,,,,2.4958331053343916,-139.0588597035856,-6.679920813846135,-5.0162728402689005,34.06405074175262,-9.581258255978724,3.38,1.61,140.0,107.3,7.0,95.4,2325.0,6.4,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.09,0.671,0.648,0.0,1.0,0.0,0.0,4.0,21,8,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Standard,203.0,-0.019,-0.333,71.9,7.3,,0.798,0.333,107.3,2,2,0.768,0.768,29,30,30,30,2,1,6.0,2.0,6.0,1.0,0.87,0.34,-0.34,46.4,8.017621856220291,2.586468683770588,35.73749766799921,35.839509592970096,29.294004425163948,2024,True,False,True
FC,2024-05-12,91.0,-1.04,5.42,"Buehler, Walker",630105,621111,,foul,,,,,1.0,,R,L,R,SD,LAD,S,,,3,2,2024,0.06,0.96,-0.5471584516591693,3.3533735945362504,,,,0,3,Bot,,,,,,,1.0938410939487444,-132.48294666997705,-1.312719462142007,0.4817041429870581,30.01582484584047,-20.8972450534156,3.38,1.61,285.0,83.0,33.0,90.8,2408.0,6.3,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.21,,,,,,,,21,7,Cutter,2,0,2,0,0,2,2,0,Strategic,Standard,177.0,0.0,0.0,56.4,5.7,,,0.0,88.0,2,2,0.768,0.768,29,30,30,30,2,1,6.0,2.0,6.0,1.0,1.81,-0.06,0.06,44.0,-5.714835808861503,22.66460308462373,23.715881864669655,38.90469673411879,19.114104284546176,2024,True,False,True
FF,2024-05-12,95.3,-0.79,5.55,"Buehler, Walker",630105,621111,,ball,,,,,14.0,,R,L,R,SD,LAD,B,,,2,2,2024,-0.18,1.51,1.354968995121182,2.1910091356272146,,,,0,3,Bot,,,,,,,6.051462072659561,-138.5280648389416,-6.530697538368599,-3.7600815639874368,33.78910813771052,-11.47999794970193,3.55814942636115,1.54646304433859,,,,95.2,2268.0,6.5,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.01,,,,,,,,21,6,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Standard,209.0,0.006,0.107,,,,,-0.107,,2,2,0.762,0.762,29,30,30,30,2,1,6.0,2.0,6.0,1.0,1.02,0.18,-0.18,47.0,,,,,,2024,False,False,False
FF,2024-05-12,95.2,-1.04,5.59,"Buehler, Walker",630105,621111,,ball,,,,,11.0,,R,L,R,SD,LAD,B,,,1,2,2024,-0.24,1.49,-1.6044526659092655,4.919162284526169,,,,0,3,Bot,,,,,,,-0.9392528050001546,-138.5641624122731,0.6248606077666901,-2.843286222724817,34.82129620755583,-13.614968798855836,3.55814942636115,1.56979247893541,,,,95.0,2229.0,6.4,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.05,,,,,,,,21,5,4-Seam Fastball,2,0,2,0,0,2,2,0,Strategic,Standard,205.0,0.003,0.04,,,,,-0.04,,2,2,0.759,0.759,29,30,30,30,2,1,6.0,2.0,6.0,1.0,1.05,0.24,-0.24,47.8,,,,,,2024,False,False,False
KC,2024-05-12,79.2,-0.69,5.67,"Buehler, Walker",630105,621111,,foul,,,,,14.0,,R,L,R,SD,LAD,S,,,1,2,2024,0.96,-1.16,0.5293987994197207,1.4411078493618588,,,,0,3,Bot,,,,,,,0.8736599420314288,-115.30570668060336,-0.1819685169030522,8.265204715364549,24.432067794857467,-42.64335260462853,3.38,1.61,,,,79.2,2718.0,6.5,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.96,,,,,,,,21,4,Knuckle Curve,2,0,2,0,0,2,2,0,Strategic,Standard,36.0,0.0,0.0,80.0,9.0,,,0.0,,2,2,0.759,0.759,29,30,30,30,2,1,6.0,2.0,6.0,1.0,4.83,-0.96,0.96,49.3,27.056597160838923,-41.90412238860316,37.720300175884624,28.49262656363245,53.92194790595275,2024,True,False,True
FC,2024-05-12,91.8,-1.12,5.46,"Buehler, Walker",630105,621111,,foul,,,,,3.0,,R,L,R,SD,LAD,S,,,1,1,2024,0.34,0.98,0.3504444054096466,3.042980097756286,,,,0,3,Bot,,,,,,,3.0032380942457,-133.70900873673196,-2.4163403998820026,3.435742468725834,27.81044565011028,-20.127296492822747,3.38,1.61,149.0,74.8,68.0,92.0,2477.0,6.3,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.25,,,,,,,,21,3,Cutter,2,0,2,0,0,2,2,0,Standard,Standard,168.0,-0.004,-0.056,67.0,6.2,,,0.056,88.0,2,2,0.763,0.763,29,30,30,30,2,1,6.0,2.0,6.0,1.0,1.72,-0.34,0.34,41.4,-0.7306325941277373,-0.3461793594569757,29.927701293741496,28.363069185907545,28.921847022204016,2024,True,False,True
KC,2024-05-12,78.2,-0.8,5.69,"Buehler, Walker",630105,621111,,swinging_strike,,,,,13.0,,R,L,R,SD,LAD,S,,,1,0,2024,0.75,-1.4,-0.0196380617210698,1.4250564990052244,,,,0,3,Bot,,,,,,,0.3088192732859794,-113.67278239596966,0.4447561096167711,6.287483574521458,25.649493640945114,-44.4467432079842,3.38,1.61,,,,77.9,2644.0,6.7,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.83,,,,,,,,21,2,Knuckle Curve,2,0,2,0,0,2,2,0,Standard,Standard,33.0,-0.003,-0.049,71.9,8.8,3.804493368,,0.049,,2,2,0.766,0.766,29,30,30,30,2,1,6.0,2.0,6.0,1.0,5.21,-0.75,0.75,49.2,31.944510438009853,-38.958631786819424,34.24506679676519,34.54507271369558,53.47348126728617,2024,True,True,True
FC,2024-05-12,92.1,-0.95,5.61,"Buehler, Walker",630105,621111,,ball,,,,,3.0,,R,L,R,SD,LAD,B,,,0,0,2024,0.24,1.08,0.7368561099568524,3.5178485059749756,,,,0,3,Bot,,,,,,,3.763512238915177,-134.0727171216747,-1.8066463591478232,2.064375203561256,28.956434887217835,-19.02224210860339,3.51128451184796,1.59312340780924,,,,92.1,2495.0,6.3,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.21,,,,,,,,21,1,Cutter,2,0,2,0,0,2,2,0,Standard,Standard,181.0,0.002,0.038,,,,,-0.038,,2,2,0.764,0.764,29,30,30,30,2,1,6.0,2.0,6.0,1.0,1.61,-0.24,0.24,48.1,,,,,,2024,False,False,False
ST,2024-05-12,84.6,-1.14,5.27,"Buehler, Walker",665487,621111,strikeout,swinging_strike,,,,,9.0,Fernando Tatis Jr. strikes out swinging.,R,R,R,SD,LAD,S,2.0,,1,2,2024,1.35,0.41,0.397917027502416,2.1192298336913704,669134.0,650333.0,,2,2,Bot,,,,,,,0.8844091727772301,-123.01212843262046,-1.6491141143487584,13.25401883501958,30.243997329795736,-27.98818815351761,3.8,1.86,,,,84.2,2689.0,6.6,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.87,,0.0,0.0,1.0,0.0,0.0,,17,4,Sweeper,2,0,2,0,0,2,2,0,Standard,Standard,75.0,-0.028,-0.2,80.2,8.1,1.385730972,,0.2,,2,2,0.74,0.74,29,25,30,25,2,1,6.0,1.0,6.0,1.0,2.85,-1.35,-1.35,42.3,23.31343464790508,-26.480126720721145,31.690708484978003,40.26174633117408,50.372784722365786,2024,True,True,True
SI,2024-05-12,96.0,-1.19,5.4,"Buehler, Walker",665487,621111,,ball,,,,,2.0,,R,R,R,SD,LAD,B,,,0,2,2024,-1.25,1.28,-0.1202567929784221,3.4421146602776105,669134.0,650333.0,,2,2,Bot,,,,,,,5.654471142751061,-139.60349989788904,-2.3771955401054243,-17.631553669748648,37.6184322964424,-15.249263810953073,3.76329554098604,1.79694285956838,,,,95.2,2228.0,6.3,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.2,,,,,,,,17,3,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,199.0,0.004,0.024,,,,,-0.024,,2,2,0.736,0.736,29,25,30,25,2,1,6.0,1.0,6.0,1.0,1.23,1.25,1.25,39.0,,,,,,2024,False,False,False
FC,2024-05-12,91.4,-1.0,5.4,"Buehler, Walker",665487,621111,,foul,,,,,8.0,,R,R,R,SD,LAD,S,,,0,1,2024,0.55,0.85,0.0900292099870799,2.119161119082363,669134.0,650333.0,,2,2,Bot,,,,,,,1.586581198891531,-133.098868831532,-4.244441348298953,6.154182136858155,28.050654452010857,-21.404512185524197,3.8,1.86,184.0,75.4,28.0,91.9,2561.0,6.5,745419,605131,518692,500743,571970,605141,571771,681624,606192,53.98,,,,,,,,17,2,Cutter,2,0,2,0,0,2,2,0,Standard,Standard,167.0,-0.01,-0.059,78.7,7.5,,,0.059,88.0,2,2,0.746,0.746,29,25,30,25,2,1,6.0,1.0,6.0,1.0,1.87,-0.55,-0.55,44.9,5.995705795857012,-0.568175903096924,37.424374117242074,37.86748980420979,29.61613296493991,2024,True,False,True
SI,2024-05-12,96.6,-1.21,5.36,"Buehler, Walker",665487,621111,,called_strike,,,,,7.0,,R,R,R,SD,LAD,S,,,0,0,2024,-1.2,1.31,-0.4022131817247858,2.0367663641336033,669134.0,650333.0,,2,2,Bot,,,,,,,4.894319862237148,-140.3646042110144,-6.220517059020972,-17.01101191097581,35.22488633714354,-13.63631542572412,3.7925645673448,1.7564817820055,,,,96.3,2178.0,6.4,745419,605131,518692,500743,571970,605141,571771,681624,606192,54.08,,,,,,,,17,1,Sinker,2,0,2,0,0,2,2,0,Standard,Standard,211.0,-0.006,-0.046,,,,,0.046,,2,2,0.752,0.752,29,25,30,25,2,1,6.0,1.0,6.0,1.0,1.16,1.2,1.2,38.5,,,,,,2024,False,False,True
